parent_qid,parent_label,child_qid,child_label,relation,confidence,source_url,target_url,context,model,rationale,cache_hit,raw_response
Q290810,Zorn's lemma,Q369377,Infinite descending chain,no_relation,0.700,https://ncatlab.org/nlab/show/Zorn%27s+lemma,https://ncatlab.org/nlab/show/total+order,"q_\alpha y$ in some $P_\alpha$ containing them both. Then $P$ is well-ordered by $\leq$, with each $P_\alpha$ an initial segment of $P$. ###### Proof Observe that $\leq$ is well-defined, and is a total order: if $x, y \in P$, then $x \in P_\alpha$ and $y \in P_\beta$ for some $\alpha, \beta$, where one of $P_\alpha, P_\beta$ contains the other, say $P_\alpha \subseteq P_\beta$, whence $x, y$ are comparable in $P_\beta$. If",deepseek-v3.1:671b-cloud,,yes,"{""label"": ""none"", ""type_main"": ""individual"", ""type_linked"": ""class"", ""evidence_spans"": [""A preorder in which every sub-total order has an upper bound has a maximal element""], ""confidence"": 0.7}"
Q290810,Zorn's lemma,Q13222579,Upper and lower bounds,no_relation,0.700,https://ncatlab.org/nlab/show/Zorn%27s+lemma,https://ncatlab.org/nlab/show/upper+bound,"S, \leq)$, an element $x$ of $S$ is _maximal_ if $y \leq x$ whenever $x \leq y$. A _chain_ in $S$ is a subset $A \hookrightarrow S$ such that $\leq$ is a total order on $A$. An _upper bound_ of a subset $A$ of $S$ is an element $x$ of $S$ such that $y \leq x$ whenever $y \in A$. ###### Definition The proposition Zorn\'s Lemma states that a preordered set $S$ has",deepseek-v3.1:671b-cloud,,yes,"{""label"": ""none"", ""type_main"": ""individual"", ""type_linked"": ""property"", ""evidence_spans"": [""every sub-total order has an upper bound""], ""confidence"": 0.7}"
Q290810,Zorn's lemma,Q111315902,maximal element,no_relation,0.700,https://ncatlab.org/nlab/show/Zorn%27s+lemma,https://ncatlab.org/nlab/show/maximal+element,"his is most naturally stated in the context of quosets rather than posets: ###### Definition Given a quasiordered set $(S, \lt)$, an element $x$ of $S$ is _maximal_ if $x \lt y$ never holds. A _well-ordered chain_ (or a _well-ordered subset_ or simply a _well-chain_) in $S$ is a subset $A \hookrightarrow S$ such that $\lt$ is a well order on $A$.",deepseek-v3.1:671b-cloud,,yes,"{""label"": ""none"", ""type_main"": ""individual"", ""type_linked"": ""individual"", ""evidence_spans"": [""has a maximal element""], ""confidence"": 0.7}"
Q290810,Zorn's lemma,Q110630372,Axiom,instance_of,0.850,https://ncatlab.org/nlab/show/Zorn%27s+lemma,https://ncatlab.org/nlab/show/axiom,"orn\'s lemma and the axiom of excluded middle together imply the axiom of choice. Although it doesn\'t imply excluded middle itself, Zorn\'s lemma is not generally accepted in constructive mathematics as an axiom. Sometimes the maximal element is only a convenience, and it's enough to use the entire poset or perhaps the collection of all chains instead; sometimes, the use of Zorn's Lemma is essential. In as far as it holds or",deepseek-v3.1:671b-cloud,,yes,"{""label"": ""instance_of"", ""type_main"": ""individual"", ""type_linked"": ""class"", ""evidence_spans"": [""this is either an axiom""], ""confidence"": 0.85}"
Q290810,Zorn's lemma,Q179692,axiom of choice,no_relation,0.750,https://ncatlab.org/nlab/show/Zorn%27s+lemma,https://ncatlab.org/nlab/show/axiom+of+choice,"e a member of the complement $\neg X$. Well-order $X \cup \{x\}$, extending $R$ by deeming $x$ to be the final element. This shows $(X, R)$ was not maximal, contradiction. Hence any set $A$ may be well-ordered. 3. The axiom of choice follows: suppose given a surjection $p: E \to B$, so that every fiber $p^{-1}(b)$ is inhabited. Consider any well-ordering of $E$, and define $s: B \to E$ by letting $s(b)$ be the least element",deepseek-v3.1:671b-cloud,,yes,"{""label"": ""none"", ""type_main"": ""class"", ""type_linked"": ""class"", ""evidence_spans"": [""a consequence of the axiom of choice"", ""Zorn's lemma and the axiom of excluded middle together imply the axiom of choice""], ""confidence"": 0.75}"
Q290810,Zorn's lemma,Q3407500,Proof,no_relation,0.700,https://ncatlab.org/nlab/show/Zorn%27s+lemma,https://ncatlab.org/nlab/show/proof,"tire poset or perhaps the collection of all chains instead; sometimes, the use of Zorn's Lemma is essential. In as far as it holds or is assumed to hold, Zorn's lemma is a standard method for constructing (or at least, proving the existence of) objects that are 'maximal' in an appropriate sense. It is commonly used in algebra and named after the algebraist Max Zorn (although he himself protested the naming after him). ## State",deepseek-v3.1:671b-cloud,,yes,"{""label"": ""none"", ""type_main"": ""individual"", ""type_linked"": ""class"", ""evidence_spans"": [""Zorn's lemma is a standard method for constructing (or at least, proving the existence of) objects""], ""confidence"": 0.7}"
Q290810,Zorn's lemma,Q3968,algebra,no_relation,0.800,https://ncatlab.org/nlab/show/Zorn%27s+lemma,https://ncatlab.org/nlab/show/algebra,"far as it holds or is assumed to hold, Zorn's lemma is a standard method for constructing (or at least, proving the existence of) objects that are 'maximal' in an appropriate sense. It is commonly used in algebra and named after the algebraist Max Zorn (although he himself protested the naming after him). ## Statement and proofs ###### Definition * Given a preordered se",deepseek-v3.1:671b-cloud,,yes,"{""label"": ""none"", ""type_main"": ""class"", ""type_linked"": ""class"", ""evidence_spans"": [""commonly used in algebra""], ""confidence"": 0.8}"
Q290810,Zorn's lemma,Q123461615,Chain,has_part,0.850,https://ncatlab.org/nlab/show/Zorn%27s+lemma,https://ncatlab.org/nlab/show/chain,"t and proofs ###### Definition Given a preordered set $(S, \leq)$, an element $x$ of $S$ is _maximal_ if $y \leq x$ whenever $x \leq y$. A _chain_ in $S$ is a subset $A \hookrightarrow S$ such that $\leq$ is a total order on $A$. * An _upper bound_ of a subset $A$ of $S$ is an element $x$ of $S$ such that $y \leq x$ whenever $y \in A$. +-- {",deepseek-v3.1:671b-cloud,,yes,"{""label"": ""has_part"", ""type_main"": ""class"", ""type_linked"": ""part-type"", ""evidence_spans"": [""A _chain_ in $S$ is a subset $A \\hookrightarrow S$""], ""confidence"": 0.85}"
Q290810,Zorn's lemma,Q177646,subset,no_relation,0.700,https://ncatlab.org/nlab/show/Zorn%27s+lemma,https://ncatlab.org/nlab/show/subset,"ordered set]] $(S, \lt)$, an element $x$ of $S$ is _maximal_ if $x \lt y$ never holds. A _well-ordered chain_ (or a _well-ordered subset_ or simply a _well-chain_) in $S$ is a subset $A \hookrightarrow S$ such that $\lt$ is a well order on $A$. A _strict upper bound_ of a subset $A$ of $S$ is an element $x$ of $S$ such that $y \lt x$ whenever $y \in A$. The change to strict upp",deepseek-v3.1:671b-cloud,,yes,"{""label"": ""none"", ""type_main"": ""individual"", ""type_linked"": ""class"", ""evidence_spans"": [""An upper bound of a subset A of S""], ""confidence"": 0.7}"
Q290810,Zorn's lemma,Q229102,Surjective function,no_relation,0.700,https://ncatlab.org/nlab/show/Zorn%27s+lemma,https://ncatlab.org/nlab/show/surjection,"rder $X \cup \{x\}$, extending $R$ by deeming $x$ to be the final element. This shows $(X, R)$ was not maximal, contradiction. Hence any set $A$ may be well-ordered. 3. The axiom of choice follows: suppose given a surjection $p: E \to B$, so that every fiber $p^{-1}(b)$ is inhabited. Consider any well-ordering of $E$, and define $s: B \to E$ by letting $s(b)$ be the least element in $p^{-1}(b)$ with respect to the well",deepseek-v3.1:671b-cloud,,yes,"{""label"": ""none"", ""type_main"": ""individual"", ""type_linked"": ""class"", ""evidence_spans"": [""suppose given a surjection $p: E \\to B$""], ""confidence"": 0.7}"
Q290810,Zorn's lemma,Q1640811,fiber,no_relation,0.700,https://ncatlab.org/nlab/show/Zorn%27s+lemma,https://ncatlab.org/nlab/show/fiber,"ng $x$ to be the final element. This shows $(X, R)$ was not maximal, contradiction. Hence any set $A$ may be well-ordered. 3. The axiom of choice follows: suppose given a surjection $p: E \to B$, so that every fiber $p^{-1}(b)$ is inhabited. Consider any well-ordering of $E$, and define $s: B \to E$ by letting $s(b)$ be the least element in $p^{-1}(b)$ with respect to the well-ordering. This gives a section $s$ of",deepseek-v3.1:671b-cloud,,yes,"{""label"": ""none"", ""type_main"": ""individual"", ""type_linked"": ""part-type"", ""evidence_spans"": [""every fiber $p^{-1}(b)$ is inhabited""], ""confidence"": 0.7}"
Q290810,Zorn's lemma,Q6033616,inhabited set,no_relation,0.700,https://ncatlab.org/nlab/show/Zorn%27s+lemma,https://ncatlab.org/nlab/show/inhabited+set,"ement. This shows $(X, R)$ was not maximal, contradiction. Hence any set $A$ may be well-ordered. 3. The axiom of choice follows: suppose given a surjection $p: E \to B$, so that every fiber $p^{-1}(b)$ is inhabited. Consider any well-ordering of $E$, and define $s: B \to E$ by letting $s(b)$ be the least element in $p^{-1}(b)$ with respect to the well-ordering. This gives a section $s$ of $p$. ## Bourbaki-Witt theorem Man",deepseek-v3.1:671b-cloud,,yes,"{""label"": ""none"", ""type_main"": ""individual"", ""type_linked"": ""class"", ""evidence_spans"": [""every fiber $p^{-1}(b)$ is inhabited""], ""confidence"": 0.7}"
Q290810,Zorn's lemma,Q106548123,Grothendieck topos,no_relation,0.700,https://ncatlab.org/nlab/show/Zorn%27s+lemma,https://ncatlab.org/nlab/show/Grothendieck+topos,"r a demonstration that it is not valid in the effective topos. That said, the issue is subtle enough that the Bourbaki-Witt theorem nonetheless holds in topos with a geometric morphism to $Set$, for instance any Grothendieck topos, assuming B-W holds in $Set$ ([Bauer-Lumsdaine 2013). ###### Theorem (Bourbaki-Witt) Let $P$ be an inhabited poset such that every chain has a [[supremum|least uppe",deepseek-v3.1:671b-cloud,,yes,"{""label"": ""none"", ""type_main"": ""individual"", ""type_linked"": ""class"", ""evidence_spans"": [""the Bourbaki-Witt theorem nonetheless holds in topos with a geometric morphism to $Set$, for instance any Grothendieck topos""], ""confidence"": 0.7}"
Q290810,Zorn's lemma,Q1095987,Class,no_relation,0.700,https://ncatlab.org/nlab/show/Zorn%27s+lemma,https://ncatlab.org/nlab/show/class,"in $S$ has a strict upper bound, or more simply that it is not possible in a quasiordered set that every well-chain has a strict upper bound. Or from another perspective, if every well-ordered subset of a quasiordered class $S$ has a strict upper bound, then $S$ is a proper class. The &#8216;more simply&#8217; formulation is equivalent (even constructively) because, on the one hand, if $m$ is a maximal element, then ${m}$ is a wel",deepseek-v3.1:671b-cloud,,yes,"{""label"": ""none"", ""type_main"": ""individual"", ""type_linked"": ""class"", ""evidence_spans"": [""every well-ordered subset of a quasiordered class $S$""], ""confidence"": 0.7}"
Q290810,Zorn's lemma,Q1029390,Filter,no_relation,0.700,https://ncatlab.org/nlab/show/Zorn%27s+lemma,https://ncatlab.org/nlab/show/filter,lement comparable to $x$. Zorn\'s lemma may be used to prove all of the following: The Hausdorff maximal principle: Every chain in $S$ is contained in a maximal chain. The ultrafilter theorem: Every proper filter on a set may be extended to an ultrafilter. The maximal ideal theorem: Every ideal in a ring may be extended to a maximal ideal. The basis theorem: Every vector space (over a field) h,deepseek-v3.1:671b-cloud,,yes,"{""label"": ""none"", ""type_main"": ""individual"", ""type_linked"": ""class"", ""evidence_spans"": [""The ultrafilter theorem: Every proper filter on a set may be extended to an ultrafilter""], ""confidence"": 0.7}"
Q290810,Zorn's lemma,Q106671513,Ultrafilter,no_relation,0.700,https://ncatlab.org/nlab/show/Zorn%27s+lemma,https://ncatlab.org/nlab/show/ultrafilter,ay be used to prove all of the following: The Hausdorff maximal principle: Every chain in $S$ is contained in a maximal chain. The ultrafilter theorem: Every proper filter on a set may be extended to an ultrafilter. The maximal ideal theorem: Every ideal in a ring may be extended to a maximal ideal. The basis theorem: Every vector space (over a field) has a basis. * etc ... Some of these are equiva,deepseek-v3.1:671b-cloud,,yes,"{""label"": ""none"", ""type_main"": ""class"", ""type_linked"": ""class"", ""evidence_spans"": [""The ultrafilter theorem: Every proper filter on a set may be extended to an ultrafilter""], ""confidence"": 0.7}"
Q290810,Zorn's lemma,Q1203540,maximal ideal,no_relation,0.800,https://ncatlab.org/nlab/show/Zorn%27s+lemma,https://ncatlab.org/nlab/show/maximal+ideal+theorem,"of the following: The Hausdorff maximal principle: Every chain in $S$ is contained in a maximal chain. The ultrafilter theorem: Every proper filter on a set may be extended to an ultrafilter. The maximal ideal theorem: Every ideal in a ring may be extended to a maximal ideal. The basis theorem: Every vector space (over a field) has a basis. * etc ... Some of these are equivalent to Zorn\'s lemma, while some",deepseek-v3.1:671b-cloud,,yes,"{
  ""label"": ""none"",
  ""type_main"": ""class"",
  ""type_linked"": ""class"",
  ""evidence_spans"": [""The maximal ideal theorem: Every ideal in a ring may be extended to a maximal ideal""],
  ""confidence"": 0.8
}"
