Title,Link,Normalized,Candidates
component function,https://mathgloss.github.io/MathGloss/chicago/component_function,componentfunction,
component interval,https://mathgloss.github.io/MathGloss/chicago/component_interval,componentinterval,
composition series of a group,https://mathgloss.github.io/MathGloss/chicago/composition_series_of_a_group,compositionseriesofagroup,
composition series of a module,https://mathgloss.github.io/MathGloss/chicago/composition_series_of_a_module,compositionseriesofamodule,
conjugacy classes,https://mathgloss.github.io/MathGloss/chicago/conjugacy_classes,conjugacyclasses,
conjugate subgroups,https://mathgloss.github.io/MathGloss/chicago/conjugate_subgroups,conjugatesubgroups,
conjugate transpose,https://mathgloss.github.io/MathGloss/chicago/conjugate_transpose,conjugatetranspose,
continuous,https://mathgloss.github.io/MathGloss/chicago/continuous,continuous,
contractible,https://mathgloss.github.io/MathGloss/chicago/contractible,contractible,
contracting sequence of sets in a metric space,https://mathgloss.github.io/MathGloss/chicago/contracting_sequence_of_sets_in_a_metric_space,contractingsequenceofsetsinametricspace,
coprime,https://mathgloss.github.io/MathGloss/chicago/coprime,coprime,
countable,https://mathgloss.github.io/MathGloss/chicago/countable,countable,
cycle type,https://mathgloss.github.io/MathGloss/chicago/cycle_type,cycletype,
dense,https://mathgloss.github.io/MathGloss/chicago/dense,dense,
derived series of a Lie algebra,https://mathgloss.github.io/MathGloss/chicago/derived_series_of_a_Lie_algebra,derivedseriesofaliealgebra,
derived series of a group,https://mathgloss.github.io/MathGloss/chicago/derived_series_of_a_group,derivedseriesofagroup,
determined,https://mathgloss.github.io/MathGloss/chicago/determined,determined,
diameter of a set,https://mathgloss.github.io/MathGloss/chicago/diameter_of_a_set,diameterofaset,Q5034494 (0.840; token_jaccard=0.60) capacity of a set [layer1.csv]; Q3148876 (0.840; token_jaccard=0.60) image of a set [layer1.csv]; Q381060 (0.840; token_jaccard=0.60) partition of a set [layer2.csv]
differentiability in closed half space,https://mathgloss.github.io/MathGloss/chicago/differentiability_in_closed_half-space,differentiabilityinclosedhalfspace,
differentiable,https://mathgloss.github.io/MathGloss/chicago/differentiable,differentiable,
differential k form,https://mathgloss.github.io/MathGloss/chicago/differential_k-form,differentialkform,
dimension of group representation,https://mathgloss.github.io/MathGloss/chicago/dimension_of_group_representation,dimensionofgrouprepresentation,
dimension of vector space,https://mathgloss.github.io/MathGloss/chicago/dimension_of_vector_space,dimensionofvectorspace,Q929302 (0.920; token_jaccard=0.80) dimension of a vector space [layer3.csv]; Q3058336 (0.840; token_jaccard=0.60) finite dimension vector space [layer3.csv]
direct sum decomposition of a Lie algebra,https://mathgloss.github.io/MathGloss/chicago/direct_sum_decomposition_of_a_Lie_algebra,directsumdecompositionofaliealgebra,
direct sum of Lie algebras,https://mathgloss.github.io/MathGloss/chicago/direct_sum_of_Lie_algebras,directsumofliealgebras,
direct sum of group representations,https://mathgloss.github.io/MathGloss/chicago/direct_sum_of_group_representations,directsumofgrouprepresentations,
direct sum of module homomorphisms,https://mathgloss.github.io/MathGloss/chicago/direct_sum_of_module_homomorphisms,directsumofmodulehomomorphisms,
distance from a point to a set,https://mathgloss.github.io/MathGloss/chicago/distance_from_a_point_to_a_set,distancefromapointtoaset,
distributed lattice,https://mathgloss.github.io/MathGloss/chicago/distributed_lattice,distributedlattice,
division in a ring,https://mathgloss.github.io/MathGloss/chicago/division_in_a_ring,divisioninaring,Q472210 (0.840; token_jaccard=0.60) particle in a ring [layer2.csv]
edge path,https://mathgloss.github.io/MathGloss/chicago/edge_path,edgepath,
elementary symmetric polynomials,https://mathgloss.github.io/MathGloss/chicago/elementary_symmetric_polynomials,elementarysymmetricpolynomials,
embedded m dimensional manifold,https://mathgloss.github.io/MathGloss/chicago/embedded_m-dimensional_manifold,embeddedmdimensionalmanifold,
embedded m dimensional manifold with boundary,https://mathgloss.github.io/MathGloss/chicago/embedded_m-dimensional_manifold_with_boundary,embeddedmdimensionalmanifoldwithboundary,
entire,https://mathgloss.github.io/MathGloss/chicago/entire,entire,
equivalence relation,https://mathgloss.github.io/MathGloss/chicago/equivalence_relation,equivalencerelation,
equivalent absolute values,https://mathgloss.github.io/MathGloss/chicago/equivalent_absolute_values,equivalentabsolutevalues,
equivalent group representations,https://mathgloss.github.io/MathGloss/chicago/equivalent_group_representations,equivalentgrouprepresentations,
equivalent metrics,https://mathgloss.github.io/MathGloss/chicago/equivalent_metrics,equivalentmetrics,
exterior power of a vector space,https://mathgloss.github.io/MathGloss/chicago/exterior_power_of_a_vector_space,exteriorpowerofavectorspace,
exterior power of group representations,https://mathgloss.github.io/MathGloss/chicago/exterior_power_of_group_representations,exteriorpowerofgrouprepresentations,
exterior power of linear transformation,https://mathgloss.github.io/MathGloss/chicago/exterior_power_of_linear_transformation,exteriorpoweroflineartransformation,
field embedding,https://mathgloss.github.io/MathGloss/chicago/field_embedding,fieldembedding,
finite length R module,https://mathgloss.github.io/MathGloss/chicago/finite_length_R-module,finitelengthrmodule,
fixed field,https://mathgloss.github.io/MathGloss/chicago/fixed_field,fixedfield,
fraction ring,https://mathgloss.github.io/MathGloss/chicago/fraction_ring,fractionring,
general linear algebra,https://mathgloss.github.io/MathGloss/chicago/general_linear_algebra,generallinearalgebra,Q17521172 (0.900; token_jaccard=0.75) general linear Lie algebra [layer4.csv]; Q114728146 (0.867; token_jaccard=0.67) linear algebra [layer2.csv]
generate a field,https://mathgloss.github.io/MathGloss/chicago/generate_a_field,generateafield,
generate a ring ideal,https://mathgloss.github.io/MathGloss/chicago/generate_a_ring_ideal,generatearingideal,
generate a topology,https://mathgloss.github.io/MathGloss/chicago/generate_a_topology,generateatopology,
generate a σ algebra,https://mathgloss.github.io/MathGloss/chicago/generate_a_σ-algebra,generateaσalgebra,
generate an R module,https://mathgloss.github.io/MathGloss/chicago/generate_an_R-module,generateanrmodule,
generate an algebra ideal,https://mathgloss.github.io/MathGloss/chicago/generate_an_algebra_ideal,generateanalgebraideal,
generate an associative algebra,https://mathgloss.github.io/MathGloss/chicago/generate_an_associative_algebra,generateanassociativealgebra,
geometrically independent,https://mathgloss.github.io/MathGloss/chicago/geometrically_independent,geometricallyindependent,
group word,https://mathgloss.github.io/MathGloss/chicago/group_word,groupword,
holomorphic,https://mathgloss.github.io/MathGloss/chicago/holomorphic,holomorphic,
homogeneous relation,https://mathgloss.github.io/MathGloss/chicago/homogeneous_relation,homogeneousrelation,
homomorphism of Lie groups,https://mathgloss.github.io/MathGloss/chicago/homomorphism_of_Lie_groups,homomorphismofliegroups,
idempotent,https://mathgloss.github.io/MathGloss/chicago/idempotent,idempotent,
inconsistent,https://mathgloss.github.io/MathGloss/chicago/inconsistent,inconsistent,
induced homomorphism on fundamental group,https://mathgloss.github.io/MathGloss/chicago/induced_homomorphism_on_fundamental_group,inducedhomomorphismonfundamentalgroup,
infimum,https://mathgloss.github.io/MathGloss/chicago/infimum,infimum,
injective,https://mathgloss.github.io/MathGloss/chicago/injective,injective,
inner automorphism of a Lie algebra,https://mathgloss.github.io/MathGloss/chicago/inner_automorphism_of_a_Lie_algebra,innerautomorphismofaliealgebra,
inner automorphism of a group,https://mathgloss.github.io/MathGloss/chicago/inner_automorphism_of_a_group,innerautomorphismofagroup,Q4826702 (0.867; token_jaccard=0.67) automorphism group of a free group [layer4.csv]; Q77980592 (0.840; token_jaccard=0.60) inner automorphism group [layer3.csv]
inner product,https://mathgloss.github.io/MathGloss/chicago/inner_product,innerproduct,Q18435044 (0.867; token_jaccard=0.67) canonical inner product [layer5.csv]; Q15810826 (0.867; token_jaccard=0.67) Frobenius inner product [layer5.csv]; Q214159 (0.867; token_jaccard=0.67) inner product space [layer4.csv]; Q2079742 (0.867; token_jaccard=0.67) Petersson inner product [layer1.csv]
interior points of a manifold,https://mathgloss.github.io/MathGloss/chicago/interior_points_of_a_manifold,interiorpointsofamanifold,
invariant polynomials under group action,https://mathgloss.github.io/MathGloss/chicago/invariant_polynomials_under_group_action,invariantpolynomialsundergroupaction,
irreducible element of an integral domain,https://mathgloss.github.io/MathGloss/chicago/irreducible_element_of_an_integral_domain,irreducibleelementofanintegraldomain,
isomorphism of Lie groups,https://mathgloss.github.io/MathGloss/chicago/isomorphism_of_Lie_groups,isomorphismofliegroups,
isomorphism of group representations,https://mathgloss.github.io/MathGloss/chicago/isomorphism_of_group_representations,isomorphismofgrouprepresentations,
isotypic component,https://mathgloss.github.io/MathGloss/chicago/isotypic_component,isotypiccomponent,
kernel of group homomorphism,https://mathgloss.github.io/MathGloss/chicago/kernel_of_group_homomorphism,kernelofgrouphomomorphism,
kernel of linear transformation,https://mathgloss.github.io/MathGloss/chicago/kernel_of_linear_transformation,kerneloflineartransformation,
kernel of module homomorphism,https://mathgloss.github.io/MathGloss/chicago/kernel_of_module_homomorphism,kernelofmodulehomomorphism,
lattice complement,https://mathgloss.github.io/MathGloss/chicago/lattice_complement,latticecomplement,
left algebra ideal,https://mathgloss.github.io/MathGloss/chicago/left_algebra_ideal,leftalgebraideal,
left coset,https://mathgloss.github.io/MathGloss/chicago/left_coset,leftcoset,
left ring ideal,https://mathgloss.github.io/MathGloss/chicago/left_ring_ideal,leftringideal,
linear transformation,https://mathgloss.github.io/MathGloss/chicago/linear_transformation,lineartransformation,Q6553419 (0.867; token_jaccard=0.67) Linear canonical transformation [layer3.csv]; Q12033559 (0.867; token_jaccard=0.67) linear fractional transformation [layer3.csv]
linearly dependent,https://mathgloss.github.io/MathGloss/chicago/linearly_dependent,linearlydependent,
linearly independent,https://mathgloss.github.io/MathGloss/chicago/linearly_independent,linearlyindependent,
linearly independent group elements,https://mathgloss.github.io/MathGloss/chicago/linearly_independent_group_elements,linearlyindependentgroupelements,
local maximum,https://mathgloss.github.io/MathGloss/chicago/local_maximum,localmaximum,
local minimum,https://mathgloss.github.io/MathGloss/chicago/local_minimum,localminimum,
locally compact group,https://mathgloss.github.io/MathGloss/chicago/locally_compact_group,locallycompactgroup,Q65122103 (0.900; token_jaccard=0.75) locally compact abelian group [layer4.csv]; Q6664671 (0.900; token_jaccard=0.75) locally compact quantum group [layer5.csv]; Q1887083 (0.867; token_jaccard=0.67) compact group [layer5.csv]
locally finite cover,https://mathgloss.github.io/MathGloss/chicago/locally_finite_cover,locallyfinitecover,
locally monotonic,https://mathgloss.github.io/MathGloss/chicago/locally_monotonic,locallymonotonic,
lower bound,https://mathgloss.github.io/MathGloss/chicago/lower_bound,lowerbound,
lower integral,https://mathgloss.github.io/MathGloss/chicago/lower_integral,lowerintegral,
lower sum,https://mathgloss.github.io/MathGloss/chicago/lower_sum,lowersum,
matrix Lie group,https://mathgloss.github.io/MathGloss/chicago/matrix_Lie_group,matrixliegroup,Q622679 (0.867; token_jaccard=0.67) Lie group [layer5.csv]; Q1050120 (0.867; token_jaccard=0.67) matrix group [layer5.csv]
matrix logarithm,https://mathgloss.github.io/MathGloss/chicago/matrix_logarithm,matrixlogarithm,
maximal subtree,https://mathgloss.github.io/MathGloss/chicago/maximal_subtree,maximalsubtree,
meager,https://mathgloss.github.io/MathGloss/chicago/meager,meager,
mean value property,https://mathgloss.github.io/MathGloss/chicago/mean_value_property,meanvalueproperty,
measurable,https://mathgloss.github.io/MathGloss/chicago/measurable,measurable,
measurable hull,https://mathgloss.github.io/MathGloss/chicago/measurable_hull,measurablehull,
measure zero,https://mathgloss.github.io/MathGloss/chicago/measure_zero,measurezero,
mesh,https://mathgloss.github.io/MathGloss/chicago/mesh,mesh,
metric completion,https://mathgloss.github.io/MathGloss/chicago/metric_completion,metriccompletion,
module over a Lie algebra,https://mathgloss.github.io/MathGloss/chicago/module_over_a_Lie_algebra,moduleoveraliealgebra,
module over a ring,https://mathgloss.github.io/MathGloss/chicago/module_over_a_ring,moduleoveraring,Q2030545 (0.840; token_jaccard=0.60) algebra over a ring [layer4.csv]
monic,https://mathgloss.github.io/MathGloss/chicago/monic,monic,
morphism of group representations,https://mathgloss.github.io/MathGloss/chicago/morphism_of_group_representations,morphismofgrouprepresentations,
multilinear,https://mathgloss.github.io/MathGloss/chicago/multilinear,multilinear,
multiplicative norm,https://mathgloss.github.io/MathGloss/chicago/multiplicative_norm,multiplicativenorm,
multiplicity of simple module in semisimple module,https://mathgloss.github.io/MathGloss/chicago/multiplicity_of_simple_module_in_semisimple_module,multiplicityofsimplemoduleinsemisimplemodule,
negative variation,https://mathgloss.github.io/MathGloss/chicago/negative_variation,negativevariation,
nilpotent,https://mathgloss.github.io/MathGloss/chicago/nilpotent,nilpotent,
non Archimedean absolute value,https://mathgloss.github.io/MathGloss/chicago/non-Archimedean_absolute_value,nonarchimedeanabsolutevalue,
nonmeager,https://mathgloss.github.io/MathGloss/chicago/nonmeager,nonmeager,
normal series,https://mathgloss.github.io/MathGloss/chicago/normal_series,normalseries,
normalizer of a group,https://mathgloss.github.io/MathGloss/chicago/normalizer_of_a_group,normalizerofagroup,Q32998717 (0.840; token_jaccard=0.60) exponent of a group [layer3.csv]; Q3139500 (0.840; token_jaccard=0.60) holomorph of a group [layer3.csv]; Q915906 (0.840; token_jaccard=0.60) presentation of a group [layer1.csv]; Q112927 (0.840; token_jaccard=0.60) rank of a group [layer2.csv]
opposite topology,https://mathgloss.github.io/MathGloss/chicago/opposite_topology,oppositetopology,
ordinary generating function,https://mathgloss.github.io/MathGloss/chicago/ordinary_generating_function,ordinarygeneratingfunction,Q845581 (0.867; token_jaccard=0.67) generating function [layer5.csv]; Q860609 (0.867; token_jaccard=0.67) generating function [layer3.csv]
orientable,https://mathgloss.github.io/MathGloss/chicago/orientable,orientable,
orientation preserving,https://mathgloss.github.io/MathGloss/chicago/orientation-preserving,orientationpreserving,
oriented edge,https://mathgloss.github.io/MathGloss/chicago/oriented_edge,orientededge,
oriented manifold,https://mathgloss.github.io/MathGloss/chicago/oriented_manifold,orientedmanifold,
orthogonal,https://mathgloss.github.io/MathGloss/chicago/orthogonal,orthogonal,
orthonormal,https://mathgloss.github.io/MathGloss/chicago/orthonormal,orthonormal,
outer derivation,https://mathgloss.github.io/MathGloss/chicago/outer_derivation,outerderivation,
outward pointing,https://mathgloss.github.io/MathGloss/chicago/outward_pointing,outwardpointing,
p adic integers,https://mathgloss.github.io/MathGloss/chicago/p-adic_integers,padicintegers,
p primary component of an abelian group,https://mathgloss.github.io/MathGloss/chicago/p-primary_component_of_an_abelian_group,pprimarycomponentofanabeliangroup,
partition of a rectangle,https://mathgloss.github.io/MathGloss/chicago/partition_of_a_rectangle,partitionofarectangle,Q381060 (0.840; token_jaccard=0.60) partition of a set [layer2.csv]
partition of an integer,https://mathgloss.github.io/MathGloss/chicago/partition_of_an_integer,partitionofaninteger,Q2498974 (0.840; token_jaccard=0.60) radical of an integer [layer5.csv]
positive definite,https://mathgloss.github.io/MathGloss/chicago/positive_definite,positivedefinite,Q2293170 (0.867; token_jaccard=0.67) positive-definite function [layer2.csv]; Q7233207 (0.867; token_jaccard=0.67) Positive-definite kernel [layer3.csv]
positive variation,https://mathgloss.github.io/MathGloss/chicago/positive_variation,positivevariation,
prime element of an integral domain,https://mathgloss.github.io/MathGloss/chicago/prime_element_of_an_integral_domain,primeelementofanintegraldomain,
prime subfield,https://mathgloss.github.io/MathGloss/chicago/prime_subfield,primesubfield,
primitive root of unity,https://mathgloss.github.io/MathGloss/chicago/primitive_root_of_unity,primitiverootofunity,Q4349566 (0.920; token_jaccard=0.80) primitive nth root of unity [layer4.csv]; Q756747 (0.900; token_jaccard=0.75) root of unity [layer3.csv]; Q25303623 (0.840; token_jaccard=0.60) principal root of unity [layer1.csv]
product of ring ideals,https://mathgloss.github.io/MathGloss/chicago/product_of_ring_ideals,productofringideals,
quadratic field extension,https://mathgloss.github.io/MathGloss/chicago/quadratic_field_extension,quadraticfieldextension,Q577835 (0.867; token_jaccard=0.67) field extension [layer3.csv]; Q91615321 (0.867; token_jaccard=0.67) quadratic extension [layer5.csv]; Q625519 (0.867; token_jaccard=0.67) quadratic field [layer4.csv]
quadratic integers,https://mathgloss.github.io/MathGloss/chicago/quadratic_integers,quadraticintegers,
quotient by equivalence relation,https://mathgloss.github.io/MathGloss/chicago/quotient_by_equivalence_relation,quotientbyequivalencerelation,
quotient by normal subgroup,https://mathgloss.github.io/MathGloss/chicago/quotient_by_normal_subgroup,quotientbynormalsubgroup,
quotient by subgroup,https://mathgloss.github.io/MathGloss/chicago/quotient_by_subgroup,quotientbysubgroup,
quotient of Lie algebra by ideal,https://mathgloss.github.io/MathGloss/chicago/quotient_of_Lie_algebra_by_ideal,quotientofliealgebrabyideal,
quotient of modules,https://mathgloss.github.io/MathGloss/chicago/quotient_of_modules,quotientofmodules,
quotient of topological spaces,https://mathgloss.github.io/MathGloss/chicago/quotient_of_topological_spaces,quotientoftopologicalspaces,Q2000555 (0.840; token_jaccard=0.60) category of topological spaces [layer2.csv]
quotient vector space,https://mathgloss.github.io/MathGloss/chicago/quotient_vector_space,quotientvectorspace,Q1393796 (0.867; token_jaccard=0.67) quotient space [layer3.csv]; Q125977 (0.867; token_jaccard=0.67) vector space [layer2.csv]
rank of a finitely generated abelian group,https://mathgloss.github.io/MathGloss/chicago/rank_of_a_finitely_generated_abelian_group,rankofafinitelygeneratedabeliangroup,
rectifiable,https://mathgloss.github.io/MathGloss/chicago/rectifiable,rectifiable,
reduced edge path,https://mathgloss.github.io/MathGloss/chicago/reduced_edge_path,reducededgepath,
reflexive,https://mathgloss.github.io/MathGloss/chicago/reflexive,reflexive,
regular,https://mathgloss.github.io/MathGloss/chicago/regular,regular,
regular family,https://mathgloss.github.io/MathGloss/chicago/regular_family,regularfamily,
right algebra ideal,https://mathgloss.github.io/MathGloss/chicago/right_algebra_ideal,rightalgebraideal,
right coset,https://mathgloss.github.io/MathGloss/chicago/right_coset,rightcoset,
right ring ideal,https://mathgloss.github.io/MathGloss/chicago/right_ring_ideal,rightringideal,
ring norm,https://mathgloss.github.io/MathGloss/chicago/ring_norm,ringnorm,
ring of subsets,https://mathgloss.github.io/MathGloss/chicago/ring_of_subsets,ringofsubsets,
row operations,https://mathgloss.github.io/MathGloss/chicago/row_operations,rowoperations,
semi locally simply connected,https://mathgloss.github.io/MathGloss/chicago/semi-locally_simply_connected,semilocallysimplyconnected,Q7449310 (0.920; token_jaccard=0.80) semi-locally simply connected space [layer2.csv]; Q6664703 (0.840; token_jaccard=0.60) locally simply connected space [layer4.csv]
separable field,https://mathgloss.github.io/MathGloss/chicago/separable_field,separablefield,
separable metric space,https://mathgloss.github.io/MathGloss/chicago/separable_metric_space,separablemetricspace,Q180953 (0.867; token_jaccard=0.67) metric space [layer5.csv]; Q680081 (0.867; token_jaccard=0.67) separable space [layer5.csv]
sequence convergence,https://mathgloss.github.io/MathGloss/chicago/sequence_convergence,sequenceconvergence,
sign of permutation,https://mathgloss.github.io/MathGloss/chicago/sign_of_permutation,signofpermutation,
simple field extension,https://mathgloss.github.io/MathGloss/chicago/simple_field_extension,simplefieldextension,Q577835 (0.867; token_jaccard=0.67) field extension [layer3.csv]; Q2628674 (0.867; token_jaccard=0.67) simple extension [layer5.csv]
simple region,https://mathgloss.github.io/MathGloss/chicago/simple_region,simpleregion,
skeleton of a category,https://mathgloss.github.io/MathGloss/chicago/skeleton_of_a_category,skeletonofacategory,Q6664610 (0.840; token_jaccard=0.60) localization of a category [layer3.csv]; Q17099363 (0.840; token_jaccard=0.60) nerve of a category [layer4.csv]; Q15975724 (0.840; token_jaccard=0.60) object of a category [layer3.csv]
smooth,https://mathgloss.github.io/MathGloss/chicago/smooth,smooth,
