Title,Link,Normalized,Candidates
functoriality,https://emilyriehl.github.io/files/context.pdf#page=31,functoriality,
endo functor,https://emilyriehl.github.io/files/context.pdf#page=31,endofunctor,
endo- functor,https://emilyriehl.github.io/files/context.pdf#page=31,endofunctor,
homotopy invariant,https://emilyriehl.github.io/files/context.pdf#page=32,homotopyinvariant,
functoriality of derivative,https://emilyriehl.github.io/files/context.pdf#page=32,functorialityofderivative,
clustering algorithm,https://emilyriehl.github.io/files/context.pdf#page=34,clusteringalgorithm,
categorification of clustering algorithms,https://emilyriehl.github.io/files/context.pdf#page=34,categorificationofclusteringalgorithms,
persistent cluster,https://emilyriehl.github.io/files/context.pdf#page=34,persistentcluster,
covariant functor,https://emilyriehl.github.io/files/context.pdf#page=35,covariantfunctor,
functor preserves isomorphisms,https://emilyriehl.github.io/files/context.pdf#page=36,functorpreservesisomorphisms,
G-object,https://emilyriehl.github.io/files/context.pdf#page=36,gobject,
G-representation,https://emilyriehl.github.io/files/context.pdf#page=36,grepresentation,
G-action,https://emilyriehl.github.io/files/context.pdf#page=37,gaction,
equational witness,https://emilyriehl.github.io/files/context.pdf#page=37,equationalwitness,
represented functor,https://emilyriehl.github.io/files/context.pdf#page=37,representedfunctor,
bifunctor,https://emilyriehl.github.io/files/context.pdf#page=37,bifunctor,
bi functor,https://emilyriehl.github.io/files/context.pdf#page=37,bifunctor,
two-sided represented functor,https://emilyriehl.github.io/files/context.pdf#page=38,twosidedrepresentedfunctor,
isomorphism of category,https://emilyriehl.github.io/files/context.pdf#page=38,isomorphismofcategory,
orbit category,https://emilyriehl.github.io/files/context.pdf#page=39,orbitcategory,
functor morphism,https://emilyriehl.github.io/files/context.pdf#page=40,functormorphism,
comma category,https://emilyriehl.github.io/files/context.pdf#page=40,commacategory,
functoriality in group theory,https://emilyriehl.github.io/files/context.pdf#page=40,functorialityingrouptheory,
center of a group,https://emilyriehl.github.io/files/context.pdf#page=40,centerofagroup,Q32998717 (0.840; token_jaccard=0.60) exponent of a group [layer3.csv]; Q3139500 (0.840; token_jaccard=0.60) holomorph of a group [layer3.csv]; Q915906 (0.840; token_jaccard=0.60) presentation of a group [layer1.csv]; Q112927 (0.840; token_jaccard=0.60) rank of a group [layer2.csv]
commutator subgroup,https://emilyriehl.github.io/files/context.pdf#page=40,commutatorsubgroup,
vector space dual vs double dual,https://emilyriehl.github.io/files/context.pdf#page=41,vectorspacedualvsdoubledual,Q3058166 (0.840; token_jaccard=0.60) double dual space [layer4.csv]
components of natural transformation,https://emilyriehl.github.io/files/context.pdf#page=41,componentsofnaturaltransformation,
commutative square,https://emilyriehl.github.io/files/context.pdf#page=42,commutativesquare,
globular diagram for natural transformation,https://emilyriehl.github.io/files/context.pdf#page=42,globulardiagramfornaturaltransformation,
G-equivariant,https://emilyriehl.github.io/files/context.pdf#page=43,gequivariant,
decategorification,https://emilyriehl.github.io/files/context.pdf#page=46,decategorification,
categorification of the natural numbers,https://emilyriehl.github.io/files/context.pdf#page=46,categorificationofthenaturalnumbers,
natural isomorphism as an invertible natural transformation,https://emilyriehl.github.io/files/context.pdf#page=46,naturalisomorphismasaninvertiblenaturaltransformation,
extranatural transformation,https://emilyriehl.github.io/files/context.pdf#page=46,extranaturaltransformation,
walking arrow,https://emilyriehl.github.io/files/context.pdf#page=47,walkingarrow,
walking isomorphism,https://emilyriehl.github.io/files/context.pdf#page=47,walkingisomorphism,
linear algebra abstract vs concrete,https://emilyriehl.github.io/files/context.pdf#page=48,linearalgebraabstractvsconcrete,
full,https://emilyriehl.github.io/files/context.pdf#page=48,full,
global,https://emilyriehl.github.io/files/context.pdf#page=49,global,
full embedding,https://emilyriehl.github.io/files/context.pdf#page=49,fullembedding,
connected category,https://emilyriehl.github.io/files/context.pdf#page=51,connectedcategory,
connected groupoid,https://emilyriehl.github.io/files/context.pdf#page=51,connectedgroupoid,
skeletal category,https://emilyriehl.github.io/files/context.pdf#page=52,skeletalcategory,
skeleton,https://emilyriehl.github.io/files/context.pdf#page=52,skeleton,
categorification of the orbit-stabilizer theorem,https://emilyriehl.github.io/files/context.pdf#page=52,categorificationoftheorbitstabilizertheorem,
translation groupoid,https://emilyriehl.github.io/files/context.pdf#page=52,translationgroupoid,
stabilizer,https://emilyriehl.github.io/files/context.pdf#page=52,stabilizer,
essentially,https://emilyriehl.github.io/files/context.pdf#page=53,essentially,
essentially small,https://emilyriehl.github.io/files/context.pdf#page=53,essentiallysmall,
essentially discrete,https://emilyriehl.github.io/files/context.pdf#page=53,essentiallydiscrete,
essential image,https://emilyriehl.github.io/files/context.pdf#page=53,essentialimage,
Klein's Erlangen program,https://emilyriehl.github.io/files/context.pdf#page=54,kleinserlangenprogram,
chaotic category,https://emilyriehl.github.io/files/context.pdf#page=54,chaoticcategory,
indexing category,https://emilyriehl.github.io/files/context.pdf#page=56,indexingcategory,
shape of diagram,https://emilyriehl.github.io/files/context.pdf#page=56,shapeofdiagram,
commutative rectangle,https://emilyriehl.github.io/files/context.pdf#page=57,commutativerectangle,
commutative cube,https://emilyriehl.github.io/files/context.pdf#page=58,commutativecube,
monomorphism use in commutative diagrams,https://emilyriehl.github.io/files/context.pdf#page=61,monomorphismuseincommutativediagrams,
epimorphism use in commutative diagrams,https://emilyriehl.github.io/files/context.pdf#page=61,epimorphismuseincommutativediagrams,
terminal coalgebra,https://emilyriehl.github.io/files/context.pdf#page=62,terminalcoalgebra,
coalgebra terminal,https://emilyriehl.github.io/files/context.pdf#page=62,coalgebraterminal,
coalgebra for an endofunctor,https://emilyriehl.github.io/files/context.pdf#page=62,coalgebraforanendofunctor,
algebra for an endofunctor,https://emilyriehl.github.io/files/context.pdf#page=62,algebraforanendofunctor,
diagram category,https://emilyriehl.github.io/files/context.pdf#page=62,diagramcategory,
vertical composition,https://emilyriehl.github.io/files/context.pdf#page=63,verticalcomposition,
pasting diagram,https://emilyriehl.github.io/files/context.pdf#page=63,pastingdiagram,
horizontal composition,https://emilyriehl.github.io/files/context.pdf#page=63,horizontalcomposition,
whiskering,https://emilyriehl.github.io/files/context.pdf#page=64,whiskering,
middle four interchange,https://emilyriehl.github.io/files/context.pdf#page=64,middlefourinterchange,
center of a category,https://emilyriehl.github.io/files/context.pdf#page=66,centerofacategory,Q6664610 (0.840; token_jaccard=0.60) localization of a category [layer3.csv]; Q17099363 (0.840; token_jaccard=0.60) nerve of a category [layer4.csv]; Q15975724 (0.840; token_jaccard=0.60) object of a category [layer3.csv]
center of category,https://emilyriehl.github.io/files/context.pdf#page=66,centerofcategory,
graph vertex coloring,https://emilyriehl.github.io/files/context.pdf#page=67,graphvertexcoloring,Q504843 (0.867; token_jaccard=0.67) graph coloring [layer3.csv]; Q124246880 (0.867; token_jaccard=0.67) vertex coloring [layer4.csv]
natural numbers,https://emilyriehl.github.io/files/context.pdf#page=68,naturalnumbers,
representable vs represented,https://emilyriehl.github.io/files/context.pdf#page=69,representablevsrepresented,
universal property,https://emilyriehl.github.io/files/context.pdf#page=69,universalproperty,
classifying space of a group,https://emilyriehl.github.io/files/context.pdf#page=72,classifyingspaceofagroup,
classifying space group,https://emilyriehl.github.io/files/context.pdf#page=72,classifyingspacegroup,Q124846096 (0.867; token_jaccard=0.67) classifying space [layer5.csv]; Q124846097 (0.867; token_jaccard=0.67) classifying space [layer5.csv]; Q5128445 (0.867; token_jaccard=0.67) classifying space [layer4.csv]; Q15041898 (0.867; token_jaccard=0.67) space group [layer5.csv]; Q899033 (0.867; token_jaccard=0.67) space group [layer5.csv]
Yoneda embedding,https://emilyriehl.github.io/files/context.pdf#page=77,yonedaembedding,
meaning of the phrase Yoneda lemma,https://emilyriehl.github.io/files/context.pdf#page=78,meaningofthephraseyonedalemma,
row operation,https://emilyriehl.github.io/files/context.pdf#page=78,rowoperation,
representable isomorphism,https://emilyriehl.github.io/files/context.pdf#page=79,representableisomorphism,
re-parameterization of path,https://emilyriehl.github.io/files/context.pdf#page=79,reparameterizationofpath,
representably isomorphic,https://emilyriehl.github.io/files/context.pdf#page=80,representablyisomorphic,
representation characterizes its representing object,https://emilyriehl.github.io/files/context.pdf#page=80,representationcharacterizesitsrepresentingobject,
the,https://emilyriehl.github.io/files/context.pdf#page=80,the,
contractible groupoid,https://emilyriehl.github.io/files/context.pdf#page=80,contractiblegroupoid,
universal element,https://emilyriehl.github.io/files/context.pdf#page=80,universalelement,
universal cover is not universal,https://emilyriehl.github.io/files/context.pdf#page=80,universalcoverisnotuniversal,
bilinear,https://emilyriehl.github.io/files/context.pdf#page=81,bilinear,
evaluation map,https://emilyriehl.github.io/files/context.pdf#page=83,evaluationmap,
category of element,https://emilyriehl.github.io/files/context.pdf#page=84,categoryofelement,
based object,https://emilyriehl.github.io/files/context.pdf#page=85,basedobject,
dependent sum,https://emilyriehl.github.io/files/context.pdf#page=85,dependentsum,
dependent product,https://emilyriehl.github.io/files/context.pdf#page=85,dependentproduct,
universal property as an initial or terminal object,https://emilyriehl.github.io/files/context.pdf#page=86,universalpropertyasaninitialorterminalobject,
uniqueness of representation,https://emilyriehl.github.io/files/context.pdf#page=87,uniquenessofrepresentation,
twisted arrow category,https://emilyriehl.github.io/files/context.pdf#page=89,twistedarrowcategory,
discrete left or right fibration,https://emilyriehl.github.io/files/context.pdf#page=90,discreteleftorrightfibration,
discrete fibration,https://emilyriehl.github.io/files/context.pdf#page=90,discretefibration,
quotient,https://emilyriehl.github.io/files/context.pdf#page=91,quotient,
cell complex,https://emilyriehl.github.io/files/context.pdf#page=91,cellcomplex,
gluing,https://emilyriehl.github.io/files/context.pdf#page=91,gluing,
constant functor,https://emilyriehl.github.io/files/context.pdf#page=92,constantfunctor,
cone over a diagram,https://emilyriehl.github.io/files/context.pdf#page=92,coneoveradiagram,
summit of a cone,https://emilyriehl.github.io/files/context.pdf#page=92,summitofacone,
summit of cone,https://emilyriehl.github.io/files/context.pdf#page=92,summitofcone,
apex of a cone,https://emilyriehl.github.io/files/context.pdf#page=92,apexofacone,
legs of cone,https://emilyriehl.github.io/files/context.pdf#page=92,legsofcone,
cone under a diagram,https://emilyriehl.github.io/files/context.pdf#page=92,coneunderadiagram,
nadir of cone,https://emilyriehl.github.io/files/context.pdf#page=92,nadirofcone,
nadir of a cone,https://emilyriehl.github.io/files/context.pdf#page=92,nadirofacone,
cocone,https://emilyriehl.github.io/files/context.pdf#page=92,cocone,
limit cone,https://emilyriehl.github.io/files/context.pdf#page=93,limitcone,
colimit cone,https://emilyriehl.github.io/files/context.pdf#page=93,colimitcone,
uniqueness of limit,https://emilyriehl.github.io/files/context.pdf#page=94,uniquenessoflimit,Q3984062 (0.840; token_jaccard=0.60) theorem of the uniqueness of limit [layer3.csv]
uniqueness of colimit,https://emilyriehl.github.io/files/context.pdf#page=94,uniquenessofcolimit,
limit diagram,https://emilyriehl.github.io/files/context.pdf#page=94,limitdiagram,
colimit diagram,https://emilyriehl.github.io/files/context.pdf#page=94,colimitdiagram,
cone over a category,https://emilyriehl.github.io/files/context.pdf#page=95,coneoveracategory,
cone under a category,https://emilyriehl.github.io/files/context.pdf#page=95,coneunderacategory,
projection from a product,https://emilyriehl.github.io/files/context.pdf#page=95,projectionfromaproduct,
product projection,https://emilyriehl.github.io/files/context.pdf#page=95,productprojection,
box topology vs product topology,https://emilyriehl.github.io/files/context.pdf#page=95,boxtopologyvsproducttopology,
coarsest,https://emilyriehl.github.io/files/context.pdf#page=95,coarsest,
finest,https://emilyriehl.github.io/files/context.pdf#page=95,finest,
terminal category,https://emilyriehl.github.io/files/context.pdf#page=96,terminalcategory,
equalizer,https://emilyriehl.github.io/files/context.pdf#page=96,equalizer,
parallel pair,https://emilyriehl.github.io/files/context.pdf#page=96,parallelpair,
equalizer diagram,https://emilyriehl.github.io/files/context.pdf#page=96,equalizerdiagram,
fiber product,https://emilyriehl.github.io/files/context.pdf#page=97,fiberproduct,
coequalizer diagram,https://emilyriehl.github.io/files/context.pdf#page=99,coequalizerdiagram,
sequential colimit,https://emilyriehl.github.io/files/context.pdf#page=99,sequentialcolimit,
universal property of limit,https://emilyriehl.github.io/files/context.pdf#page=100,universalpropertyoflimit,
universal property of colimit,https://emilyriehl.github.io/files/context.pdf#page=100,universalpropertyofcolimit,
universal property of product,https://emilyriehl.github.io/files/context.pdf#page=100,universalpropertyofproduct,
universal property of coproduct,https://emilyriehl.github.io/files/context.pdf#page=100,universalpropertyofcoproduct,
small diagram,https://emilyriehl.github.io/files/context.pdf#page=103,smalldiagram,
limit in the category of sets,https://emilyriehl.github.io/files/context.pdf#page=103,limitinthecategoryofsets,
idempotent,https://emilyriehl.github.io/files/context.pdf#page=106,idempotent,
split idempotent,https://emilyriehl.github.io/files/context.pdf#page=106,splitidempotent,
category hom-set as limit,https://emilyriehl.github.io/files/context.pdf#page=107,categoryhomsetaslimit,
preserve,https://emilyriehl.github.io/files/context.pdf#page=108,preserve,
reflect,https://emilyriehl.github.io/files/context.pdf#page=108,reflect,
sheaf condition,https://emilyriehl.github.io/files/context.pdf#page=109,sheafcondition,
strictly create,https://emilyriehl.github.io/files/context.pdf#page=109,strictlycreate,
connected diagram,https://emilyriehl.github.io/files/context.pdf#page=109,connecteddiagram,
connected colimit,https://emilyriehl.github.io/files/context.pdf#page=109,connectedcolimit,
connected limit,https://emilyriehl.github.io/files/context.pdf#page=109,connectedlimit,
limit in a functor category,https://emilyriehl.github.io/files/context.pdf#page=111,limitinafunctorcategory,
colimit in a functor category,https://emilyriehl.github.io/files/context.pdf#page=111,colimitinafunctorcategory,
representable universal property of limit,https://emilyriehl.github.io/files/context.pdf#page=112,representableuniversalpropertyoflimit,
cotensor,https://emilyriehl.github.io/files/context.pdf#page=112,cotensor,
representable functor preserves limits,https://emilyriehl.github.io/files/context.pdf#page=112,representablefunctorpreserveslimits,
colimit representable universal property,https://emilyriehl.github.io/files/context.pdf#page=114,colimitrepresentableuniversalproperty,
copower,https://emilyriehl.github.io/files/context.pdf#page=114,copower,
colimit as a coequalizer between coproducts,https://emilyriehl.github.io/files/context.pdf#page=114,colimitasacoequalizerbetweencoproducts,
limit as an equalizer between products,https://emilyriehl.github.io/files/context.pdf#page=114,limitasanequalizerbetweenproducts,
generalized element,https://emilyriehl.github.io/files/context.pdf#page=116,generalizedelement,
finite limit from pullbacks and a terminal object,https://emilyriehl.github.io/files/context.pdf#page=116,finitelimitfrompullbacksandaterminalobject,
finite colimit from pushouts and an initial object,https://emilyriehl.github.io/files/context.pdf#page=116,finitecolimitfrompushoutsandaninitialobject,
finite diagram,https://emilyriehl.github.io/files/context.pdf#page=117,finitediagram,
cocontinuous functor,https://emilyriehl.github.io/files/context.pdf#page=117,cocontinuousfunctor,
continuous functor,https://emilyriehl.github.io/files/context.pdf#page=117,continuousfunctor,
kernel pair,https://emilyriehl.github.io/files/context.pdf#page=121,kernelpair,
equivalence relation,https://emilyriehl.github.io/files/context.pdf#page=121,equivalencerelation,
image factorization in a Grothendieck topos,https://emilyriehl.github.io/files/context.pdf#page=123,imagefactorizationinagrothendiecktopos,
image factorization,https://emilyriehl.github.io/files/context.pdf#page=123,imagefactorization,
functoriality of limits and colimits,https://emilyriehl.github.io/files/context.pdf#page=124,functorialityoflimitsandcolimits,
limit functor,https://emilyriehl.github.io/files/context.pdf#page=124,limitfunctor,
colimit functor,https://emilyriehl.github.io/files/context.pdf#page=124,colimitfunctor,
non-strictness of limit,https://emilyriehl.github.io/files/context.pdf#page=124,nonstrictnessoflimit,
non-strictness of colimit,https://emilyriehl.github.io/files/context.pdf#page=124,nonstrictnessofcolimit,
path components,https://emilyriehl.github.io/files/context.pdf#page=125,pathcomponents,
natural isomorphism between diagrams,https://emilyriehl.github.io/files/context.pdf#page=125,naturalisomorphismbetweendiagrams,
object as a limit,https://emilyriehl.github.io/files/context.pdf#page=128,objectasalimit,
weakly initial,https://emilyriehl.github.io/files/context.pdf#page=128,weaklyinitial,
cardinality of category,https://emilyriehl.github.io/files/context.pdf#page=128,cardinalityofcategory,
limit commutes with limits,https://emilyriehl.github.io/files/context.pdf#page=129,limitcommuteswithlimits,
colimit commutes with colimits,https://emilyriehl.github.io/files/context.pdf#page=129,colimitcommuteswithcolimits,
universal property of supremum,https://emilyriehl.github.io/files/context.pdf#page=131,universalpropertyofsupremum,
universal property of infimum,https://emilyriehl.github.io/files/context.pdf#page=131,universalpropertyofinfimum,
lim inf,https://emilyriehl.github.io/files/context.pdf#page=131,liminf,
lim sup,https://emilyriehl.github.io/files/context.pdf#page=131,limsup,
filtered colimit,https://emilyriehl.github.io/files/context.pdf#page=132,filteredcolimit,
finite limit,https://emilyriehl.github.io/files/context.pdf#page=132,finitelimit,
category of models for an algebraic theory,https://emilyriehl.github.io/files/context.pdf#page=132,categoryofmodelsforanalgebraictheory,
algebraic theory category of models,https://emilyriehl.github.io/files/context.pdf#page=132,algebraictheorycategoryofmodels,
free vector space,https://emilyriehl.github.io/files/context.pdf#page=135,freevectorspace,Q1071203 (0.867; token_jaccard=0.67) free space [layer2.csv]; Q122359156 (0.867; token_jaccard=0.67) free vector [layer3.csv]; Q125977 (0.867; token_jaccard=0.67) vector space [layer2.csv]
formal sum,https://emilyriehl.github.io/files/context.pdf#page=135,formalsum,
adjunction,https://emilyriehl.github.io/files/context.pdf#page=136,adjunction,
left vs right adjoint,https://emilyriehl.github.io/files/context.pdf#page=136,leftvsrightadjoint,
adjunct,https://emilyriehl.github.io/files/context.pdf#page=136,adjunct,
transpose,https://emilyriehl.github.io/files/context.pdf#page=136,transpose,
lower adjoint,https://emilyriehl.github.io/files/context.pdf#page=138,loweradjoint,
upper adjoint,https://emilyriehl.github.io/files/context.pdf#page=138,upperadjoint,
group completion,https://emilyriehl.github.io/files/context.pdf#page=139,groupcompletion,
restriction of scalars,https://emilyriehl.github.io/files/context.pdf#page=140,restrictionofscalars,
extension of scalars,https://emilyriehl.github.io/files/context.pdf#page=140,extensionofscalars,
monadic adjunction,https://emilyriehl.github.io/files/context.pdf#page=140,monadicadjunction,
arrow atomic,https://emilyriehl.github.io/files/context.pdf#page=140,arrowatomic,
unit of an adjunction,https://emilyriehl.github.io/files/context.pdf#page=142,unitofanadjunction,
adjunction unit,https://emilyriehl.github.io/files/context.pdf#page=142,adjunctionunit,
counit of an adjunction,https://emilyriehl.github.io/files/context.pdf#page=142,counitofanadjunction,
adjunction counit,https://emilyriehl.github.io/files/context.pdf#page=142,adjunctioncounit,
adjunction triangle identity,https://emilyriehl.github.io/files/context.pdf#page=143,adjunctiontriangleidentity,
triangle identity,https://emilyriehl.github.io/files/context.pdf#page=143,triangleidentity,
fully-specified adjunction,https://emilyriehl.github.io/files/context.pdf#page=144,fullyspecifiedadjunction,
adjunction morphism,https://emilyriehl.github.io/files/context.pdf#page=146,adjunctionmorphism,
mutually left or right adjoint functor,https://emilyriehl.github.io/files/context.pdf#page=146,mutuallyleftorrightadjointfunctor,
axiom in a first-order language,https://emilyriehl.github.io/files/context.pdf#page=147,axiominafirstorderlanguage,
syntax and semantics,https://emilyriehl.github.io/files/context.pdf#page=148,syntaxandsemantics,
two-variable adjoint functor,https://emilyriehl.github.io/files/context.pdf#page=149,twovariableadjointfunctor,
two-variable adjunction,https://emilyriehl.github.io/files/context.pdf#page=149,twovariableadjunction,
left or right closure,https://emilyriehl.github.io/files/context.pdf#page=149,leftorrightclosure,
closed functor,https://emilyriehl.github.io/files/context.pdf#page=149,closedfunctor,
convenient category of space,https://emilyriehl.github.io/files/context.pdf#page=149,convenientcategoryofspace,
multivariable adjunction,https://emilyriehl.github.io/files/context.pdf#page=151,multivariableadjunction,
right adjoint preserves limits,https://emilyriehl.github.io/files/context.pdf#page=156,rightadjointpreserveslimits,
left adjoint preserves colimits,https://emilyriehl.github.io/files/context.pdf#page=158,leftadjointpreservescolimits,
tensor product distributes over direct sums,https://emilyriehl.github.io/files/context.pdf#page=158,tensorproductdistributesoverdirectsums,
cardinal arithmetic,https://emilyriehl.github.io/files/context.pdf#page=158,cardinalarithmetic,
left or right exact,https://emilyriehl.github.io/files/context.pdf#page=159,leftorrightexact,
left or right exact functor,https://emilyriehl.github.io/files/context.pdf#page=159,leftorrightexactfunctor,
localization,https://emilyriehl.github.io/files/context.pdf#page=160,localization,
localization in ring theory,https://emilyriehl.github.io/files/context.pdf#page=161,localizationinringtheory,
homotopy category of simplicial set,https://emilyriehl.github.io/files/context.pdf#page=162,homotopycategoryofsimplicialset,
local object,https://emilyriehl.github.io/files/context.pdf#page=163,localobject,
unital vs non-unital ring,https://emilyriehl.github.io/files/context.pdf#page=163,unitalvsnonunitalring,
general adjoint functor theorem,https://emilyriehl.github.io/files/context.pdf#page=165,generaladjointfunctortheorem,
jointly weakly initial,https://emilyriehl.github.io/files/context.pdf#page=166,jointlyweaklyinitial,
separator for a category,https://emilyriehl.github.io/files/context.pdf#page=167,separatorforacategory,
generator for a category,https://emilyriehl.github.io/files/context.pdf#page=167,generatorforacategory,
special adjoint functor theorem,https://emilyriehl.github.io/files/context.pdf#page=168,specialadjointfunctortheorem,
representability theorem,https://emilyriehl.github.io/files/context.pdf#page=169,representabilitytheorem,
Freyd's representability theorem,https://emilyriehl.github.io/files/context.pdf#page=169,freydsrepresentabilitytheorem,Q4975963 (0.840; token_jaccard=0.60) Brown's representability theorem [layer5.csv]
accessible functor,https://emilyriehl.github.io/files/context.pdf#page=170,accessiblefunctor,
unit of a monad,https://emilyriehl.github.io/files/context.pdf#page=174,unitofamonad,Q110762908 (0.840; token_jaccard=0.60) multiple of a unit [layer3.csv]; Q110763043 (0.840; token_jaccard=0.60) submultiple of a unit [layer5.csv]; Q127800764 (0.840; token_jaccard=0.60) submultiple of a unit [layer4.csv]
multiplication of a monad,https://emilyriehl.github.io/files/context.pdf#page=174,multiplicationofamonad,
monad as a monoid,https://emilyriehl.github.io/files/context.pdf#page=174,monadasamonoid,
monoid in a monoidal category,https://emilyriehl.github.io/files/context.pdf#page=174,monoidinamonoidalcategory,
Haskell,https://emilyriehl.github.io/files/context.pdf#page=174,haskell,
monad from an adjunction,https://emilyriehl.github.io/files/context.pdf#page=175,monadfromanadjunction,
maybe monad,https://emilyriehl.github.io/files/context.pdf#page=175,maybemonad,
free monoid monad,https://emilyriehl.github.io/files/context.pdf#page=176,freemonoidmonad,Q66686306 (0.867; token_jaccard=0.67) Free monad [layer5.csv]; Q5500266 (0.867; token_jaccard=0.67) free monoid [layer4.csv]
list monad,https://emilyriehl.github.io/files/context.pdf#page=176,listmonad,
free module monad,https://emilyriehl.github.io/files/context.pdf#page=176,freemodulemonad,Q1292333 (0.867; token_jaccard=0.67) free module [layer4.csv]; Q66686306 (0.867; token_jaccard=0.67) Free monad [layer5.csv]
free abelian group monad,https://emilyriehl.github.io/files/context.pdf#page=176,freeabeliangroupmonad,Q1454111 (0.900; token_jaccard=0.75) free abelian group [layer3.csv]; Q7827198 (0.840; token_jaccard=0.60) torsion-free abelian group [layer4.csv]
free vector space monad,https://emilyriehl.github.io/files/context.pdf#page=176,freevectorspacemonad,
free group monad,https://emilyriehl.github.io/files/context.pdf#page=176,freegroupmonad,Q431078 (0.867; token_jaccard=0.67) free group [layer5.csv]; Q66686306 (0.867; token_jaccard=0.67) Free monad [layer5.csv]
ultrafilter monad,https://emilyriehl.github.io/files/context.pdf#page=176,ultrafiltermonad,
double power set monad,https://emilyriehl.github.io/files/context.pdf#page=177,doublepowersetmonad,
continuation monad,https://emilyriehl.github.io/files/context.pdf#page=177,continuationmonad,
double dual monad,https://emilyriehl.github.io/files/context.pdf#page=177,doubledualmonad,
free commutative monoid monad,https://emilyriehl.github.io/files/context.pdf#page=177,freecommutativemonoidmonad,
kernel operator,https://emilyriehl.github.io/files/context.pdf#page=178,kerneloperator,
idempotent monad,https://emilyriehl.github.io/files/context.pdf#page=178,idempotentmonad,
affine linear combination,https://emilyriehl.github.io/files/context.pdf#page=179,affinelinearcombination,Q938614 (0.867; token_jaccard=0.67) affine combination [layer3.csv]; Q27628 (0.867; token_jaccard=0.67) linear combination [layer2.csv]
Eilenberg--Moore category,https://emilyriehl.github.io/files/context.pdf#page=180,eilenbergmoorecategory,
category of algebras,https://emilyriehl.github.io/files/context.pdf#page=180,categoryofalgebras,
category of algebra,https://emilyriehl.github.io/files/context.pdf#page=180,categoryofalgebra,
homomorphism of algebras,https://emilyriehl.github.io/files/context.pdf#page=180,homomorphismofalgebras,
adjunction from a monad,https://emilyriehl.github.io/files/context.pdf#page=182,adjunctionfromamonad,
