Wikidata ID,nLab,nLab link,Wikidata Label
Q47477035,Justin Read,https://ncatlab.org/nlab/show/Justin+Read,Justin Read
Q548317,Justin Roberts,https://ncatlab.org/nlab/show/Justin+Roberts,Justin Jason Roberts
Q1115371,János Kollár,https://ncatlab.org/nlab/show/J%C3%A1nos+Koll%C3%A1r,János Kollár
Q3441059,Jørgen Andersen,https://ncatlab.org/nlab/show/J%C3%B8rgen+Andersen,Jørgen Andersen
Q122729,Jürg Fröhlich,https://ncatlab.org/nlab/show/J%C3%BCrg+Fr%C3%B6hlich,Jürg Fröhlich
Q1717175,Jürgen Fuchs,https://ncatlab.org/nlab/show/J%C3%BCrgen+Fuchs,Jurgen Fuchs
Q108439,Jürgen Jost,https://ncatlab.org/nlab/show/J%C3%BCrgen+Jost,Jürgen Jost
Q65209,Jürgen Moser,https://ncatlab.org/nlab/show/J%C3%BCrgen+Moser,Jürgen Moser
Q85514,Jürgen Neukirch,https://ncatlab.org/nlab/show/J%C3%BCrgen+Neukirch,Jürgen Neukirch
Q15615154,K-theory,https://ncatlab.org/nlab/show/K-theory,K-theory
Q16909784,K-theory spectrum,https://ncatlab.org/nlab/show/K-theory+spectrum,K-theory spectrum
Q98322905,Kae Nemoto,https://ncatlab.org/nlab/show/Kae+Nemoto,Kae Nemoto
Q2815216,Kai Behrend,https://ncatlab.org/nlab/show/Kai+Behrend,Kai Behrend
Q2268203,Kalb-Ramond field,https://ncatlab.org/nlab/show/Kalb-Ramond+field,Kalb–Ramond field
Q843503,kaon,https://ncatlab.org/nlab/show/kaon,Kaon
Q6369330,Karel Lambert,https://ncatlab.org/nlab/show/Karel+Lambert,Karel Lambert
Q38636,Karen Uhlenbeck,https://ncatlab.org/nlab/show/Karen+Uhlenbeck,Karen Uhlenbeck
Q50284982,Karen Yeats,https://ncatlab.org/nlab/show/Karen+Yeats,Karen Yeats
Q15454216,Kari Vilonen,https://ncatlab.org/nlab/show/Kari+Vilonen,Kari Vilonen
Q1732006,Karl Kraus,https://ncatlab.org/nlab/show/Karl+Kraus,Karl Kraus
Q84405,Karl Landsteiner,https://ncatlab.org/nlab/show/Karl+Landsteiner,Karl Landsteiner
Q81244,Karl Popper,https://ncatlab.org/nlab/show/Karl+Popper,Karl Popper
Q62315,Karl Rosenkranz,https://ncatlab.org/nlab/show/Karl+Rosenkranz,Karl Rosenkranz
Q1039778,Karl Stein,https://ncatlab.org/nlab/show/Karl+Stein,Karl Stein
Q6372292,Karl Svozil,https://ncatlab.org/nlab/show/Karl+Svozil,Karl Svozil
Q57103,Karl Weierstraß,https://ncatlab.org/nlab/show/Karl+Weierstra%C3%9F,Karl Weierstrass
Q469088,Karol Borsuk,https://ncatlab.org/nlab/show/Karol+Borsuk,Karol Borsuk
Q6373091,Karol Życzkowski,https://ncatlab.org/nlab/show/Karol+%C5%BByczkowski,Karol Życzkowski
Q3055409,Karoubi envelope,https://ncatlab.org/nlab/show/Karoubi+envelope,Karoubi envelope
Q7254426,Karoubian category,https://ncatlab.org/nlab/show/Karoubian+category,Pseudo-abelian category
Q25816687,Kathryn Hess,https://ncatlab.org/nlab/show/Kathryn+Hess,Kathryn Hess
Q1736696,Katrin Becker,https://ncatlab.org/nlab/show/Katrin+Becker,Katrin Becker
Q6377892,Katrin Wehrheim,https://ncatlab.org/nlab/show/Katrin+Wehrheim,Katrin Wehrheim
Q1736765,Katrin Wendland,https://ncatlab.org/nlab/show/Katrin+Wendland,Katrin Wendland
Q1995996,Katsumi Nomizu,https://ncatlab.org/nlab/show/Katsumi+Nomizu,Katsumi Nomizu
Q6381065,Kazhdan-Lusztig theory,https://ncatlab.org/nlab/show/Kazhdan-Lusztig+theory,Kazhdan–Lusztig polynomial
Q161846,Kazimierz Kuratowski,https://ncatlab.org/nlab/show/Kazimierz+Kuratowski,Kazimierz Kuratowski
Q6381427,Kazuhiko Aomoto,https://ncatlab.org/nlab/show/Kazuhiko+Aomoto,Kazuhiko Aomoto
Q333000,Kazuya Kato,https://ncatlab.org/nlab/show/Kazuya+Kato,Kazuya Kato
Q30688620,KBC void,https://ncatlab.org/nlab/show/KBC+void,Local Hole
Q6383408,Kefeng Liu,https://ncatlab.org/nlab/show/Kefeng+Liu,Kefeng Liu
Q467606,Keisler-Shelah isomorphism theorem,https://ncatlab.org/nlab/show/Keisler-Shelah+isomorphism+theorem,Model theory
Q131106796,Keith Hardie,https://ncatlab.org/nlab/show/Keith+Hardie,Keith Hardie
Q17183262,Keith Olive,https://ncatlab.org/nlab/show/Keith+Olive,Keith Olive
Q1738659,Ken Ono,https://ncatlab.org/nlab/show/Ken+Ono,Ken Ono
Q535655,Ken Ribet,https://ncatlab.org/nlab/show/Ken+Ribet,Kenneth Ribet
Q6388363,Ken Richardson,https://ncatlab.org/nlab/show/Ken+Richardson,Ken Richardson
Q3182153,Kenji Fukaya,https://ncatlab.org/nlab/show/Kenji+Fukaya,Kenji Fukaya
Q4121026,Kenji Ueno,https://ncatlab.org/nlab/show/Kenji+Ueno,Kenji Ueno
Q933692,Kenkichi Iwasawa,https://ncatlab.org/nlab/show/Kenkichi+Iwasawa,Kenkichi Iwasawa
Q6389896,Kenneth Brown,https://ncatlab.org/nlab/show/Kenneth+Brown,Kenneth Brown
Q782431,Kenneth Kunen,https://ncatlab.org/nlab/show/Kenneth+Kunen,Kenneth Kunen
Q6390644,Kenneth Ross,https://ncatlab.org/nlab/show/Kenneth+Ross,Kenneth Ross
Q6388702,Kenneth Wilson,https://ncatlab.org/nlab/show/Kenneth+Wilson,Kenneth Wilson
Q2818984,Kenta Cho,https://ncatlab.org/nlab/show/Kenta+Cho,BulletML
Q1739114,Kenzo,https://ncatlab.org/nlab/show/Kenzo,Kenzō
Q620622,kernel method,https://ncatlab.org/nlab/show/kernel+method,Kernel trick
Q2844249,kernel pair,https://ncatlab.org/nlab/show/kernel+pair,Regular category
Q940826,Kerodon,https://ncatlab.org/nlab/show/Kerodon,Kerodon
Q1068747,Kerr spacetime,https://ncatlab.org/nlab/show/Kerr+spacetime,Kerr metric
Q1190600,Kerr-Schild spacetime,https://ncatlab.org/nlab/show/Kerr-Schild+spacetime,Kerr-Newman black hole
Q6394805,Kervaire invariant,https://ncatlab.org/nlab/show/Kervaire+invariant,Kervaire invariant
Q1740098,Kevin Buzzard,https://ncatlab.org/nlab/show/Kevin+Buzzard,Kevin Buzzard
Q17198085,Kevin Costello,https://ncatlab.org/nlab/show/Kevin+Costello,Kevin Costello
Q6396780,Kevin Lin,https://ncatlab.org/nlab/show/Kevin+Lin,Kevin Lin
Q1281648,Kevin Walker,https://ncatlab.org/nlab/show/Kevin+Walker,Kevin Walker
Q454583,Kiiti Morita,https://ncatlab.org/nlab/show/Kiiti+Morita,Kiiti Morita
Q634557,Killing form,https://ncatlab.org/nlab/show/Killing+form,Killing form
Q6407805,Killing spinor,https://ncatlab.org/nlab/show/Killing+spinor,Killing spinor
Q11570,kilogram,https://ncatlab.org/nlab/show/kilogram,Kilogram
Q6410788,kinetic action,https://ncatlab.org/nlab/show/kinetic+action,Kinetic warfare
Q25100325,kinetic theory,https://ncatlab.org/nlab/show/kinetic+theory,Kinetic theory
Q323320,Kip Thorne,https://ncatlab.org/nlab/show/Kip+Thorne,Kip Thorne
Q1742415,Kiran Kedlaya,https://ncatlab.org/nlab/show/Kiran+Kedlaya,Kiran Kedlaya
Q5956316,Kirby calculus,https://ncatlab.org/nlab/show/Kirby+calculus,Kirby calculus
Q11046107,Kirchhoff's laws,https://ncatlab.org/nlab/show/Kirchhoff%27s+laws,Kirchhoff's laws
Q3815589,Kiril Hristov,https://ncatlab.org/nlab/show/Kiril+Hristov,Kiril Hristov
Q102359380,Kirsten Wickelgren,https://ncatlab.org/nlab/show/Kirsten+Wickelgren,Kirsten Wickelgren
Q71192128,Kiyoshi Igusa,https://ncatlab.org/nlab/show/Kiyoshi+Igusa,Kiyoshi Igusa
Q1062061,Kiyoshi Oka,https://ncatlab.org/nlab/show/Kiyoshi+Oka,Kiyoshi Oka
Q6332335,KK principle,https://ncatlab.org/nlab/show/KK+principle,KK thesis
Q6331703,KK-theory,https://ncatlab.org/nlab/show/KK-theory,KK-theory
Q1745095,Klaus Fredenhagen,https://ncatlab.org/nlab/show/Klaus+Fredenhagen,Klaus Fredenhagen
Q122764,Klaus Hepp,https://ncatlab.org/nlab/show/Klaus+Hepp,Klaus Hepp
Q1745416,Klaus Mainzer,https://ncatlab.org/nlab/show/Klaus+Mainzer,Klaus Mainzer
Q71024,Klaus von Klitzing,https://ncatlab.org/nlab/show/Klaus+von+Klitzing,Klaus von Klitzing
Q12152657,Kleene equality,https://ncatlab.org/nlab/show/Kleene+equality,Kleene equality
Q2132698,Klein geometry,https://ncatlab.org/nlab/show/Klein+geometry,Klein geometry
Q1773982,Kleisli triple,https://ncatlab.org/nlab/show/Kleisli+triple,Kleisli category
Q6422663,Knizhnik-Zamolodchikov equation,https://ncatlab.org/nlab/show/Knizhnik-Zamolodchikov+equation,Knizhnik–Zamolodchikov equations
Q2111307,KO-theory,https://ncatlab.org/nlab/show/KO-theory,Topological K-theory
Q6424285,Kobayashi-Hitchin correspondence,https://ncatlab.org/nlab/show/Kobayashi-Hitchin+correspondence,Kobayashi–Hitchin correspondence
Q6425091,Kodaira-Spencer theory,https://ncatlab.org/nlab/show/Kodaira-Spencer+theory,Kodaira-Spencer map
Q6426418,Koji Hashimoto,https://ncatlab.org/nlab/show/Koji+Hashimoto,Koji Hashimoto
Q125728,Konrad Osterwalder,https://ncatlab.org/nlab/show/Konrad+Osterwalder,Konrad Osterwalder
Q60093,Konrad Zuse,https://ncatlab.org/nlab/show/Konrad+Zuse,Konrad Zuse
Q106494,Konstantin Novoselov,https://ncatlab.org/nlab/show/Konstantin+Novoselov,Konstantin Novoselov
Q623129,Kontsevich integral,https://ncatlab.org/nlab/show/Kontsevich+integral,Kontsevich invariant
Q5156798,Koopman operator,https://ncatlab.org/nlab/show/Koopman+operator,Composition operator
Q6436046,Kramers-Wannier duality,https://ncatlab.org/nlab/show/Kramers-Wannier+duality,Kramers–Wannier duality
Q7323144,Kreisel-Lacombe-Shoenfield-Tseitin theorem,https://ncatlab.org/nlab/show/Kreisel-Lacombe-Shoenfield-Tseitin+theorem,Rice–Shapiro theorem
Q2462350,Kripke frame,https://ncatlab.org/nlab/show/Kripke+frame,Kripke semantics
Q2462350,Kripke-Joyal semantics,https://ncatlab.org/nlab/show/Kripke-Joyal+semantics,Kripke semantics
Q6438928,Kronheimer-Mrowka basic class,https://ncatlab.org/nlab/show/Kronheimer-Mrowka+basic+class,Kronheimer- Mrowka basic class
Q1689580,Krzysztof Gawedzki,https://ncatlab.org/nlab/show/Krzysztof+Gawedzki,Krzysztof Gawedzki
Q226092,ku,https://ncatlab.org/nlab/show/ku,Ku
Q333918,Kunihiko Kodaira,https://ncatlab.org/nlab/show/Kunihiko+Kodaira,Kunihiko Kodaira
Q88045,Kuno Lorenz,https://ncatlab.org/nlab/show/Kuno+Lorenz,Kuno Lorenz
Q41390,Kurt Gödel,https://ncatlab.org/nlab/show/Kurt+G%C3%B6del,Kurt Goedel
Q61756,Kurt Hensel,https://ncatlab.org/nlab/show/Kurt+Hensel,Kurt Hensel
Q78196,Kurt Lechner,https://ncatlab.org/nlab/show/Kurt+Lechner,Kurt Lechner
Q72978,Kurt Otto Friedrichs,https://ncatlab.org/nlab/show/Kurt+Otto+Friedrichs,Kurt Friedrichs
Q65221,Kurt Reidemeister,https://ncatlab.org/nlab/show/Kurt+Reidemeister,Kurt Reidemeister
Q15824700,Kurt Strebel,https://ncatlab.org/nlab/show/Kurt+Strebel,Kurt Strebel
Q70502,Kurt Symanzik,https://ncatlab.org/nlab/show/Kurt+Symanzik,Kurt Symanzik
Q16230494,Kyle Miller,https://ncatlab.org/nlab/show/Kyle+Miller,Kyle Miller
Q1353916,Kähler metric,https://ncatlab.org/nlab/show/K%C3%A4hler+metric,Kähler manifold
Q1353916,Kähler potential,https://ncatlab.org/nlab/show/K%C3%A4hler+potential,Kähler manifold
Q6456169,L-theory,https://ncatlab.org/nlab/show/L-theory,L-theory
Q86052409,L. Christine Kinsey,https://ncatlab.org/nlab/show/L.+Christine+Kinsey,L. Christine Kinsey
Q155887,L.E.J. Brouwer,https://ncatlab.org/nlab/show/L.E.J.+Brouwer,L. E. J. Brouwer
Q598870,Lagrange multiplier,https://ncatlab.org/nlab/show/Lagrange+multiplier,Lagrange multiplier
Q505735,Lagrangian density,https://ncatlab.org/nlab/show/Lagrangian+density,Interaction Lagrangian
Q766774,Lagrangian subspace,https://ncatlab.org/nlab/show/Lagrangian+subspace,Symplectic vector space
Q424019,Lambda baryon,https://ncatlab.org/nlab/show/Lambda+baryon,Lambda baryon
Q8083988,Lambda-ring,https://ncatlab.org/nlab/show/Lambda-ring,Λ-ring
Q15825085,Lance Dixon,https://ncatlab.org/nlab/show/Lance+Dixon,Lance J. Dixon
Q4371287,Landau pole,https://ncatlab.org/nlab/show/Landau+pole,Landau pole
Q900905,Landau-Ginzburg model,https://ncatlab.org/nlab/show/Landau-Ginzburg+model,Ginzburg–Landau theory
Q6485432,Lane P. Hughston,https://ncatlab.org/nlab/show/Lane+P.+Hughston,Lane P. Hughston
Q6486188,Langlands dual,https://ncatlab.org/nlab/show/Langlands+dual,Langlands dual group
Q6486188,Langlands dual group,https://ncatlab.org/nlab/show/Langlands+dual+group,Langlands dual group
Q1393253,Langlands functoriality,https://ncatlab.org/nlab/show/Langlands+functoriality,Langlands program
Q1393253,Langlands program,https://ncatlab.org/nlab/show/Langlands+program,Langlands program
Q192161,language,https://ncatlab.org/nlab/show/language,Formal language
Q186427,language game,https://ncatlab.org/nlab/show/language+game,Useless language
Q719395,large category,https://ncatlab.org/nlab/show/large+category,Category (mathematics)
Q6489148,large gauge transformation,https://ncatlab.org/nlab/show/large+gauge+transformation,Large gauge transformation
Q951142,large N limit,https://ncatlab.org/nlab/show/large+N+limit,1/N expansion
Q1808137,Larry Siebenmann,https://ncatlab.org/nlab/show/Larry+Siebenmann,Larry Siebenmann
Q414428,Larry Smith,https://ncatlab.org/nlab/show/Larry+Smith,Larry Smith
Q6491407,Lars Andersson,https://ncatlab.org/nlab/show/Lars+Andersson,Lars Andersson
Q1806184,Lars Brink,https://ncatlab.org/nlab/show/Lars+Brink,Lars Brink
Q15940784,Lars Hesselholt,https://ncatlab.org/nlab/show/Lars+Hesselholt,Lars Hesselholt
Q333941,Lars Hörmander,https://ncatlab.org/nlab/show/Lars+H%C3%B6rmander,Lars Hörmander
Q38867,laser,https://ncatlab.org/nlab/show/laser,Laser
Q249267,Lat,https://ncatlab.org/nlab/show/Lat,LAT
Q2754968,lattice (disambiguation),https://ncatlab.org/nlab/show/lattice+%28disambiguation%29,LatticE
Q6497088,lattice (discrete subgroup),https://ncatlab.org/nlab/show/lattice+%28discrete+subgroup%29,Lattice (group theory)
Q386769,lattice gauge theory,https://ncatlab.org/nlab/show/lattice+gauge+theory,Lattice gauge theory
Q6497119,lattice group,https://ncatlab.org/nlab/show/lattice+group,Lattice group
Q1096885,lattice model,https://ncatlab.org/nlab/show/lattice+model,Lattice (group)
Q6498183,Laughlin wavefunction,https://ncatlab.org/nlab/show/Laughlin+wavefunction,Laughlin wavefunction
Q113004917,Laura Murray,https://ncatlab.org/nlab/show/Laura+Murray,Laura Beveridge
Q128972324,Laurence Taylor,https://ncatlab.org/nlab/show/Laurence+Taylor,Laurence Taylor
Q1808047,Laurens Molenkamp,https://ncatlab.org/nlab/show/Laurens+Molenkamp,Laurens W. Molenkamp
Q55471696,Laurent Fargues,https://ncatlab.org/nlab/show/Laurent+Fargues,Laurent Fargues
Q3219233,Laurent Freidel,https://ncatlab.org/nlab/show/Laurent+Freidel,Laurent Freidel
Q315396,Laurent Lafforgue,https://ncatlab.org/nlab/show/Laurent+Lafforgue,Laurent Lafforgue
Q212081,Laurent Schwartz,https://ncatlab.org/nlab/show/Laurent+Schwartz,Laurent Schwartz
Q1808331,Laurie M. Brown,https://ncatlab.org/nlab/show/Laurie+M.+Brown,Laurie Brown (physicist)
Q5300067,law of double negation,https://ncatlab.org/nlab/show/law+of+double+negation,Double negative elimination
Q1809260,Lawrence Sklar,https://ncatlab.org/nlab/show/Lawrence+Sklar,Lawrence Sklar
Q4115796,Lax equation,https://ncatlab.org/nlab/show/Lax+equation,Lax pair
Q6505810,Lazard ring,https://ncatlab.org/nlab/show/Lazard+ring,Lazard ring
Q61758,Lazarus Fuchs,https://ncatlab.org/nlab/show/Lazarus+Fuchs,Immanuel Lazarus Fuchs
Q272735,leaf,https://ncatlab.org/nlab/show/leaf,Tree (graph theory)
Q1218079,Lean,https://ncatlab.org/nlab/show/Lean,Lean
Q6511321,Lebesgue space,https://ncatlab.org/nlab/show/Lebesgue+space,Lebesgue space
Q6512440,Lectures on the History of Philosophy,https://ncatlab.org/nlab/show/Lectures+on+the+History+of+Philosophy,Lectures on the History of Philosophy
Q1210941,Lectures on the Philosophy of History,https://ncatlab.org/nlab/show/Lectures+on+the+Philosophy+of+History,Lectures on the Philosophy of World History
Q6512443,Lectures on the Philosophy of Religion,https://ncatlab.org/nlab/show/Lectures+on+the+Philosophy+of+Religion,Lectures on the Philosophy of Religion
Q657469,Lefschetz trace formula,https://ncatlab.org/nlab/show/Lefschetz+trace+formula,Lefschetz fixed-point theorem
Q15915722,Leila Schneps,https://ncatlab.org/nlab/show/Leila+Schneps,Catherine Shaw
Q13635346,length of an object,https://ncatlab.org/nlab/show/length+of+an+object,Glossary of category theory
Q2477027,length scale,https://ncatlab.org/nlab/show/length+scale,Length scale
Q1410723,Leo Corry,https://ncatlab.org/nlab/show/Leo+Corry,Leo Corry
Q981454,Leo P. Kadanoff,https://ncatlab.org/nlab/show/Leo+P.+Kadanoff,Leo Kadanoff
Q65197,Leo Pochhammer,https://ncatlab.org/nlab/show/Leo+Pochhammer,Leo August Pochhammer
Q15455688,Leon Takhtajan,https://ncatlab.org/nlab/show/Leon+Takhtajan,Leon Takhtajan
Q891058,Leonard Dickson,https://ncatlab.org/nlab/show/Leonard+Dickson,Leonard Eugene Dickson
Q203243,Leonard Susskind,https://ncatlab.org/nlab/show/Leonard+Susskind,Leonard Susskind
Q6525945,Leonardo Castellani,https://ncatlab.org/nlab/show/Leonardo+Castellani,Leonardo Castellani
Q7604,Leonhard Euler,https://ncatlab.org/nlab/show/Leonhard+Euler,EuleR
Q42665776,Leonid Petrov,https://ncatlab.org/nlab/show/Leonid+Petrov,Leonid Petrov
Q3229792,Leonidas J. Guibas,https://ncatlab.org/nlab/show/Leonidas+J.+Guibas,Leonidas J. Guibas
Q465488,Leopold Infeld,https://ncatlab.org/nlab/show/Leopold+Infeld,Leopold Infeld
Q76410,Leopold Kronecker,https://ncatlab.org/nlab/show/Leopold+Kronecker,Leopold Kronecker
Q78693,Leopold Vietoris,https://ncatlab.org/nlab/show/Leopold+Vietoris,Leopold Vietoris
Q4068875,Leopoldo Nachbin,https://ncatlab.org/nlab/show/Leopoldo+Nachbin,Leopoldo Nachbin
Q442687,leptogenesis,https://ncatlab.org/nlab/show/leptogenesis,Leptogenesis (physics)
Q82586,lepton,https://ncatlab.org/nlab/show/lepton,Lepton
Q1758767,leptoquark,https://ncatlab.org/nlab/show/leptoquark,Leptoquark
Q5262625,Les Dérivateurs,https://ncatlab.org/nlab/show/Les+D%C3%A9rivateurs,Derivator
Q1680333,Lev Borisov,https://ncatlab.org/nlab/show/Lev+Borisov,Lev Borisov
Q133267,Lev Landau,https://ncatlab.org/nlab/show/Lev+Landau,Lev Landau
Q1821998,Lev Lipatov,https://ncatlab.org/nlab/show/Lev+Lipatov,Lev Lipatov
Q451319,Lev Pontrjagin,https://ncatlab.org/nlab/show/Lev+Pontrjagin,Lev Pontryagin
Q6534790,Lev Vaidman,https://ncatlab.org/nlab/show/Lev+Vaidman,Lev Vaidman
Q251898,level,https://ncatlab.org/nlab/show/level,Level
Q623761,Levi-Civita tensor,https://ncatlab.org/nlab/show/Levi-Civita+tensor,Levi-Civita symbol
Q246094,Lex,https://ncatlab.org/nlab/show/Lex,Lex
Q1144915,lexicographic order,https://ncatlab.org/nlab/show/lexicographic+order,Lexicographical order
Q229701,LF,https://ncatlab.org/nlab/show/LF,Lf (disambiguation)
Q40605,LHC,https://ncatlab.org/nlab/show/LHC,Large Hadron Collider
Q665728,LHCb experiment,https://ncatlab.org/nlab/show/LHCb+experiment,LHCb experiment
Q11073402,Li Zhou,https://ncatlab.org/nlab/show/Li+Zhou,Li Ning (Tang dynasty)
Q6573341,Liam McAllister,https://ncatlab.org/nlab/show/Liam+McAllister,List of Hollyoaks characters introduced in 2010
Q33387,liar paradox,https://ncatlab.org/nlab/show/liar+paradox,Liar paradox
Q25303680,Lie bialgebroid,https://ncatlab.org/nlab/show/Lie+bialgebroid,Lie bialgebroid
Q579267,Lie differentiation,https://ncatlab.org/nlab/show/Lie+differentiation,Lie derivative
Q11358307,Lie triple system,https://ncatlab.org/nlab/show/Lie+triple+system,Triple system
Q30672450,lifting property,https://ncatlab.org/nlab/show/lifting+property,Right lifting property
Q1334758,light mill,https://ncatlab.org/nlab/show/light+mill,Crookes radiometer
Q936155,Lindelöf topological space,https://ncatlab.org/nlab/show/Lindel%C3%B6f+topological+space,Lindelöf space
Q7048762,line with two origins,https://ncatlab.org/nlab/show/line+with+two+origins,Non-Hausdorff manifold
Q1752667,linear code,https://ncatlab.org/nlab/show/linear+code,Linear code
Q1050120,linear group,https://ncatlab.org/nlab/show/linear+group,Linear group
Q841728,linear implication,https://ncatlab.org/nlab/show/linear+implication,Linear logic
Q740207,linear isometry,https://ncatlab.org/nlab/show/linear+isometry,Isometry
Q841728,linear logic,https://ncatlab.org/nlab/show/linear+logic,Linear logic
Q369377,linear order,https://ncatlab.org/nlab/show/linear+order,Infinite descending chain
Q796212,linguistic semantics,https://ncatlab.org/nlab/show/linguistic+semantics,Semantics
Q8162,linguistics,https://ncatlab.org/nlab/show/linguistics,LinguisticS
Q849798,link diagram,https://ncatlab.org/nlab/show/link+diagram,Knot theory
Q215986,Lipman Bers,https://ncatlab.org/nlab/show/Lipman+Bers,Lipman Bers
Q652707,Lipschitz map,https://ncatlab.org/nlab/show/Lipschitz+map,Lipschitz continuity
Q963663,Lipót Fejér,https://ncatlab.org/nlab/show/Lip%C3%B3t+Fej%C3%A9r,Lipot Fejer
Q6486338,Lisa Jeffrey,https://ncatlab.org/nlab/show/Lisa+Jeffrey,Lisa Jeffrey
Q450404,Lisa Randall,https://ncatlab.org/nlab/show/Lisa+Randall,Lisa Randall
Q27948,list monad,https://ncatlab.org/nlab/show/list+monad,List (abstract data type)
Q17006880,lists of journals,https://ncatlab.org/nlab/show/lists+of+journals,List of academic journals
Q842072,little cubes operad,https://ncatlab.org/nlab/show/little+cubes+operad,Operad
Q6652793,little string theory,https://ncatlab.org/nlab/show/little+string+theory,Little string theory
Q15304008,Littlewood-Richardson coefficient,https://ncatlab.org/nlab/show/Littlewood-Richardson+coefficient,Littlewood–Richardson rule
Q559937,Loc,https://ncatlab.org/nlab/show/Loc,LOC
Q1142704,local algebra,https://ncatlab.org/nlab/show/local+algebra,Local ring
Q6664175,local Langlands conjecture,https://ncatlab.org/nlab/show/local+Langlands+conjecture,Local Langlands conjectures
Q602011,local quantum field theory,https://ncatlab.org/nlab/show/local+quantum+field+theory,Algebraic quantum field theory
Q2115578,local-global principle,https://ncatlab.org/nlab/show/local-global+principle,Hasse principle
Q5156470,locale,https://ncatlab.org/nlab/show/locale,Complete Heyting algebra
Q251307,localization,https://ncatlab.org/nlab/show/localization,Localization
Q6664613,localization of a space,https://ncatlab.org/nlab/show/localization+of+a+space,Localization of a topological space
Q3945070,localizer,https://ncatlab.org/nlab/show/localizer,Instrument landing system localizer
Q1868414,locally,https://ncatlab.org/nlab/show/locally,Local property
Q2147620,locally compact topological group,https://ncatlab.org/nlab/show/locally+compact+topological+group,Locally compact topological group
Q865967,locally connected topological space,https://ncatlab.org/nlab/show/locally+connected+topological+space,Locally connected
Q1572357,locally convex topological vector space,https://ncatlab.org/nlab/show/locally+convex+topological+vector+space,Locally convex
Q1867190,locator,https://ncatlab.org/nlab/show/locator,Locator
Q1338213,Lochlainn O'Raifeartaigh,https://ncatlab.org/nlab/show/Lochlainn+O%27Raifeartaigh,Lochlainn O'Raifeartaigh
Q17103336,Loeb measure,https://ncatlab.org/nlab/show/Loeb+measure,Loeb space
Q6666857,logarithmic geometry,https://ncatlab.org/nlab/show/logarithmic+geometry,Log structure
Q1166618,logic,https://ncatlab.org/nlab/show/logic,Mathematical logic
Q170451,logic circuit,https://ncatlab.org/nlab/show/logic+circuit,Logic Gate
Q275603,logic programming,https://ncatlab.org/nlab/show/logic+programming,Logic programming
Q211790,logical connective,https://ncatlab.org/nlab/show/logical+connective,Logical connective
Q6667502,logical framework,https://ncatlab.org/nlab/show/logical+framework,Logical framework
Q2143621,logical functor,https://ncatlab.org/nlab/show/logical+functor,Mathematical topo
Q1383836,logical graph,https://ncatlab.org/nlab/show/logical+graph,Existential Graphs
Q145490,logical topology,https://ncatlab.org/nlab/show/logical+topology,Network topology
Q579978,long exact sequence in homology,https://ncatlab.org/nlab/show/long+exact+sequence+in+homology,Homological algebra
Q46333,Long March,https://ncatlab.org/nlab/show/Long+March,Long March
Q1503423,loop (algebra),https://ncatlab.org/nlab/show/loop+%28algebra%29,Quasigroup
Q4558786,loop (topology),https://ncatlab.org/nlab/show/loop+%28topology%29,Loop (topology)
Q17098636,loop braid group,https://ncatlab.org/nlab/show/loop+braid+group,Loop braid group
Q739962,loop quantum gravity,https://ncatlab.org/nlab/show/loop+quantum+gravity,Loop quantum gravity
Q122701,Lord Kelvin,https://ncatlab.org/nlab/show/Lord+Kelvin,Lord Kelvin
Q172137,Lorentz force,https://ncatlab.org/nlab/show/Lorentz+force,Lorentz force
Q1334417,Lorentz group,https://ncatlab.org/nlab/show/Lorentz+group,Lorentz group
Q1510587,Lorentzian geometry,https://ncatlab.org/nlab/show/Lorentzian+geometry,Pseudo-Riemannian manifold
Q1203816,Lorenz gauge,https://ncatlab.org/nlab/show/Lorenz+gauge,Lorentz gauge
Q693288,Lorenzo Bartolini,https://ncatlab.org/nlab/show/Lorenzo+Bartolini,Lorenzo Bartolini
Q23771962,Lorenzo Ramero,https://ncatlab.org/nlab/show/Lorenzo+Ramero,Lorenzo Ramero
Q3837062,Lorenzo Riva,https://ncatlab.org/nlab/show/Lorenzo+Riva,Lorenzo Riva
Q29477861,Loring Tu,https://ncatlab.org/nlab/show/Loring+Tu,Loring W. Tu
Q110394,Lothar Göttsche,https://ncatlab.org/nlab/show/Lothar+G%C3%B6ttsche,Lothar Göttsche
Q215973,Lothar W. Nordheim,https://ncatlab.org/nlab/show/Lothar+W.+Nordheim,Lothar Wolfgang Nordheim
Q24471410,Lou van den Dries,https://ncatlab.org/nlab/show/Lou+van+den+Dries,Lou van den Dries
Q4863456,Louis Crane,https://ncatlab.org/nlab/show/Louis+Crane,Louis Crane
Q373645,Louis Kauffman,https://ncatlab.org/nlab/show/Louis+Kauffman,Louis Kauffman
Q6687728,Louis Lyons,https://ncatlab.org/nlab/show/Louis+Lyons,Louis M. Lyons
Q469352,Louis Michel,https://ncatlab.org/nlab/show/Louis+Michel,Louis Michel
Q726833,Louis Mordell,https://ncatlab.org/nlab/show/Louis+Mordell,Louis J. Mordell
Q93051,Lov K. Grover,https://ncatlab.org/nlab/show/Lov+K.+Grover,Lov Grover
Q12294298,low-dimensional topology,https://ncatlab.org/nlab/show/low-dimensional+topology,Low-dimensional topology
Q924924,LSP,https://ncatlab.org/nlab/show/LSP,LSP
