Wikidata ID,Title,Link,Label,Layer,Score,Reason,Alternates,Provenance
Q56297274,Anosov diffeomorphism,http://planetmath.org/anosovdiffeomorphism,Anosov diffeomorphism,layer4.csv,1.000,exact_letters,,layer_match
Q431937,antichain,http://planetmath.org/antichain,antichain,layer1.csv,1.000,exact_letters,,layer_match
Q114326,antiderivative,http://planetmath.org/antiderivative,antiderivative,layer2.csv,1.000,exact_letters,,layer_match
Q4774357,anti-diagonal matrix,http://planetmath.org/antidiagonalmatrix,anti-diagonal matrix,layer5.csv,1.000,exact_letters,Q332791 (0.867; token_jaccard=0.67) diagonal matrix [layer2.csv],layer_match
Q4774870,anti-isomorphism,http://planetmath.org/antiisomorphism,Antiisomorphism,layer4.csv,1.000,exact_letters,,layer_match
Q1048057,antiprism,http://planetmath.org/antiprism,antiprism,layer5.csv,1.000,exact_letters,,layer_match
Q4779193,apartness relation,http://planetmath.org/apartnessrelation,apartness relation,layer2.csv,1.000,exact_letters,,layer_match
Q622682,Apéry’s constant,http://planetmath.org/aperysconstant,Apéry's constant,layer2.csv,1.000,exact_letters,,layer_match
Q877489,Apollonius theorem,http://planetmath.org/apolloniustheorem,Apollonius' theorem,layer3.csv,1.000,exact_letters,,layer_match
Q1090038,Appell sequence,http://planetmath.org/appellsequence,Appell sequence,layer4.csv,1.000,exact_letters,,layer_match
Q621743,approximate identity,http://planetmath.org/approximateidentity,approximate identity,layer5.csv,1.000,exact_letters,,layer_match
Q124302134,approximation,http://planetmath.org/approximation,approximation,layer4.csv,1.000,exact_letters,Q27058 (1.000; exact_letters) approximation [layer4.csv],layer_match
Q621744,approximation property,http://planetmath.org/approximationproperty,approximation property,layer2.csv,1.000,exact_letters,,layer_match
Q634579,Archimedean property,http://planetmath.org/archimedeanproperty,Archimedean property,layer2.csv,1.000,exact_letters,,layer_match
Q28967,Archimedean spiral,http://planetmath.org/archimedeanspiral,Archimedean spiral,layer1.csv,1.000,exact_letters,Q12785077 (0.867; token_jaccard=0.67) generalized Archimedean spiral [layer4.csv],layer_match
Q670036,arc length,http://planetmath.org/arclength,arc length,layer5.csv,1.000,exact_letters,,layer_match
Q111811675,area,http://planetmath.org/area,area,layer4.csv,1.000,exact_letters,Q11500 (1.000; exact_letters) area [layer3.csv]; Q13046057 (1.000; exact_letters) area [layer4.csv]; Q17332320 (1.000; exact_letters) area [layer4.csv],layer_match
Q20183185,area of a spherical triangle,http://planetmath.org/areaofasphericaltriangle,area of a triangle,layer5.csv,0.920,token_jaccard=0.80,,layer_match
Q10417492,Argand diagram,http://planetmath.org/arganddiagram,Argand diagram,layer1.csv,1.000,exact_letters,,layer_match
Q287353,arg min and arg max,http://planetmath.org/argminandargmax,arg max and min,layer5.csv,1.000,token_jaccard=1.00,,layer_match
Q1780131,argument,http://planetmath.org/argument,argument,layer3.csv,1.000,exact_letters,Q2185614 (1.000; exact_letters) argument [layer4.csv],layer_match
Q1370201,argument principle,http://planetmath.org/argumentprinciple,argument principle,layer3.csv,1.000,exact_letters,,layer_match
Q669094,arithmetical hierarchy,http://planetmath.org/arithmeticalhierarchy,arithmetical hierarchy,layer5.csv,1.000,exact_letters,,layer_match
Q3013123,arithmetic derivative,http://planetmath.org/arithmeticderivative,arithmetic derivative,layer4.csv,1.000,exact_letters,,layer_match
Q140744,arithmetic function,http://planetmath.org/arithmeticfunction,arithmetic function,layer3.csv,1.000,exact_letters,,layer_match
Q476167,arithmetic-geometric mean,http://planetmath.org/arithmeticgeometricmean,arithmetic–geometric mean,layer4.csv,1.000,exact_letters,Q19033 (0.867; token_jaccard=0.67) arithmetic mean [layer5.csv]; Q185049 (0.867; token_jaccard=0.67) geometric mean [layer5.csv],layer_match
Q19033,arithmetic mean,http://planetmath.org/arithmeticmean,arithmetic mean,layer3.csv,1.000,exact_letters,Q476167 (0.867; token_jaccard=0.67) arithmetic–geometric mean [layer4.csv]; Q583095 (0.867; token_jaccard=0.67) quasi-arithmetic mean [layer3.csv],layer_match
Q170008,arithmetic progression,http://planetmath.org/arithmeticprogression,arithmetic progression,layer5.csv,1.000,exact_letters,Q5532461 (0.867; token_jaccard=0.67) generalized arithmetic progression [layer5.csv],layer_match
Q956213,arithmetic series,http://planetmath.org/arithmeticseries,arithmetic series,layer2.csv,1.000,exact_letters,Q6029832 (0.867; token_jaccard=0.67) infinite arithmetic series [layer5.csv],layer_match
Q1315869,arity,http://planetmath.org/arity,arity,layer2.csv,1.000,exact_letters,,layer_match
Q1192020,Aronszajn tree,http://planetmath.org/aronszajntree,Aronszajn tree,layer1.csv,1.000,exact_letters,,layer_match
Q671836,arrow,http://planetmath.org/arrow,Arrow,layer5.csv,1.000,exact_letters,,layer_match
Q11660,artificial intelligence,http://planetmath.org/artificialintelligence,artificial intelligence,layer5.csv,1.000,exact_letters,Q2264109 (0.867; token_jaccard=0.67) artificial general intelligence [layer5.csv]; Q117349473 (0.867; token_jaccard=0.67) artificial intelligence model [layer4.csv]; Q117246174 (0.867; token_jaccard=0.67) generative artificial intelligence [layer5.csv]; Q124464237 (0.867; token_jaccard=0.67) multimodal artificial intelligence [layer4.csv],layer_match
Q128657469,Artin map,http://planetmath.org/artinmap,Artin map,layer2.csv,1.000,exact_letters,,layer_match
Q2319635,Artin’s conjecture on primitive roots,http://planetmath.org/artinsconjectureonprimitiveroots,Artin's conjecture on primitive roots,layer3.csv,1.000,exact_letters,,layer_match
Q1477053,Ascoli-Arzelà theorem,http://planetmath.org/ascoliarzelatheorem,Arzelà–Ascoli theorem,layer4.csv,1.000,token_jaccard=1.00,,layer_match
Q1441762,aspect ratio,http://planetmath.org/aspectratio,aspect ratio,layer3.csv,1.000,exact_letters,Q1545619 (1.000; exact_letters) aspect ratio [layer5.csv]; Q3420077 (0.867; token_jaccard=0.67) display aspect ratio [layer4.csv]; Q588886 (0.867; token_jaccard=0.67) pixel aspect ratio [layer5.csv]; Q3973862 (0.867; token_jaccard=0.67) storage aspect ratio [layer4.csv],layer_match
Q620614,assignment problem,http://planetmath.org/assignmentproblem,assignment problem,layer2.csv,1.000,exact_letters,Q5532462 (0.867; token_jaccard=0.67) generalized assignment problem [layer3.csv],layer_match
Q427018,associated bundle construction,http://planetmath.org/associatedbundleconstruction,associated bundle,layer4.csv,0.867,token_jaccard=0.67,,layer_match
Q4810150,association scheme,http://planetmath.org/associationscheme,association scheme,layer1.csv,1.000,exact_letters,,layer_match
Q2405805,associator,http://planetmath.org/associator,associator,layer4.csv,1.000,exact_letters,,layer_match
Q179436,asymptote,http://planetmath.org/asymptote,asymptote,layer3.csv,1.000,exact_letters,,layer_match
Q261484,atom,http://planetmath.org/atom,atom,layer3.csv,1.000,exact_letters,Q681650 (1.000; exact_letters) atom [layer3.csv],layer_match
Q2328174,atomic formula,http://planetmath.org/atomicformula,atomic formula,layer5.csv,1.000,exact_letters,,layer_match
Q15614122,atom (measure theory),http://planetmath.org/atommeasuretheory,measure theory,layer2.csv,0.867,token_jaccard=0.67,,layer_match
Q217608,attracting fixed point,http://planetmath.org/attractingfixedpoint,fixed point,layer2.csv,0.867,token_jaccard=0.67,,layer_match
Q507187,attractor,http://planetmath.org/attractor,attractor,layer3.csv,1.000,exact_letters,,layer_match
Q291256,automaton,http://planetmath.org/automaton,ω-automaton,layer4.csv,1.000,token_jaccard=1.00,,layer_match
Q2313686,automorphic number,http://planetmath.org/automorphicnumber,automorphic number,layer2.csv,1.000,exact_letters,,layer_match
Q4826702,automorphism group of a cyclic group,http://planetmath.org/automorphismgroupofacyclicgroup,automorphism group of a free group,layer4.csv,0.867,token_jaccard=0.67,,layer_match
Q749245,autonomous system,http://planetmath.org/autonomoussystem,autonomous system,layer2.csv,1.000,exact_letters,Q788009 (1.000; exact_letters) autonomous system [layer3.csv]; Q17104748 (0.867; token_jaccard=0.67) non-autonomous system [layer3.csv],layer_match
Q2202883,autoregressive model,http://planetmath.org/autoregressivemodel,autoregressive model,layer3.csv,1.000,exact_letters,,layer_match
Q110630372,axiom,http://planetmath.org/axiom,Axiom,layer5.csv,1.000,exact_letters,Q11850414 (1.000; exact_letters) axiom [layer2.csv]; Q17736 (1.000; exact_letters) axiom [layer1.csv],layer_match
Q179692,axiom of choice,http://planetmath.org/axiomofchoice,axiom of choice,layer3.csv,1.000,exact_letters,Q1000116 (0.900; token_jaccard=0.75) axiom of countable choice [layer3.csv]; Q3303153 (0.900; token_jaccard=0.75) axiom of dependent choice [layer3.csv]; Q3511558 (0.900; token_jaccard=0.75) axiom of global choice [layer2.csv]; Q4478785 (0.840; token_jaccard=0.60) equivalent of the axiom of choice [layer2.csv],layer_match
Q1000116,axiom of countable choice,http://planetmath.org/axiomofcountablechoice,axiom of countable choice,layer3.csv,1.000,exact_letters,Q179692 (0.900; token_jaccard=0.75) axiom of choice [layer3.csv]; Q3303153 (0.840; token_jaccard=0.60) axiom of dependent choice [layer3.csv]; Q3511558 (0.840; token_jaccard=0.60) axiom of global choice [layer2.csv],layer_match
Q4830558,axiom of determinacy,http://planetmath.org/axiomofdeterminacy,axiom of determinacy,layer3.csv,1.000,exact_letters,Q4830557 (0.900; token_jaccard=0.75) axiom of projective determinacy [layer3.csv]; Q4830559 (0.900; token_jaccard=0.75) axiom of real determinacy [layer3.csv],layer_match
Q740424,axiom of extensionality,http://planetmath.org/axiomofextensionality,axiom of extensionality,layer3.csv,1.000,exact_letters,,layer_match
Q920450,axiom of infinity,http://planetmath.org/axiomofinfinity,axiom of infinity,layer3.csv,1.000,exact_letters,,layer_match
Q920796,axiom of pairing,http://planetmath.org/axiomofpairing,axiom of pairing,layer3.csv,1.000,exact_letters,,layer_match
Q1077811,axiom of power set,http://planetmath.org/axiomofpowerset,axiom of power set,layer3.csv,1.000,exact_letters,Q2045366 (0.840; token_jaccard=0.60) axiom of empty set [layer2.csv]; Q36191904 (0.840; token_jaccard=0.60) axiom of set theory [layer2.csv],layer_match
Q1987722,axiom of union,http://planetmath.org/axiomofunion,axiom of union,layer2.csv,1.000,exact_letters,,layer_match
Q25972335,Bacon number,http://planetmath.org/baconnumber,Bacon number,layer3.csv,1.000,exact_letters,Q722700 (0.867; token_jaccard=0.67) Erdős–Bacon number [layer2.csv],layer_match
Q4841300,Baer-Specker group,http://planetmath.org/baerspeckergroup,Baer–Specker group,layer2.csv,1.000,exact_letters,Q4841293 (0.867; token_jaccard=0.67) Baer group [layer1.csv],layer_match
Q1052678,Baire category theorem,http://planetmath.org/bairecategorytheorem,Baire category theorem,layer3.csv,1.000,exact_letters,,layer_match
Q1150180,Baire space,http://planetmath.org/bairespace,Baire space,layer1.csv,1.000,exact_letters,Q803936 (1.000; exact_letters) Baire space [layer3.csv],layer_match
Q1150180,Baire space,http://planetmath.org/bairespace1,Baire space,layer1.csv,1.000,exact_letters,Q803936 (1.000; exact_letters) Baire space [layer3.csv],layer_match
Q804316,Baker-Campbell-Hausdorff formula(e),http://planetmath.org/bakercampbellhausdorffformulae,Baker–Campbell–Hausdorff formula,layer3.csv,0.920,token_jaccard=0.80,,layer_match
Q127387010,balance,http://planetmath.org/balance,balance,layer5.csv,1.000,exact_letters,Q1365641 (1.000; exact_letters) balance [layer4.csv]; Q4145128 (1.000; exact_letters) Balance [layer5.csv],layer_match
Q1934929,balanced prime,http://planetmath.org/balancedprime,balanced prime,layer4.csv,1.000,exact_letters,,layer_match
Q778785,balanced set,http://planetmath.org/balancedset,balanced set,layer2.csv,1.000,exact_letters,,layer_match
Q29791656,balanced tree,http://planetmath.org/balancedtree,balanced tree,layer4.csv,1.000,exact_letters,Q11061289 (0.867; token_jaccard=0.67) balanced binary tree [layer5.csv]; Q29791960 (0.867; token_jaccard=0.67) height-balanced tree [layer5.csv]; Q7979855 (0.867; token_jaccard=0.67) weight-balanced tree [layer5.csv],layer_match
Q3527008,Balian-Low,http://planetmath.org/balianlow,Balian–Low theorem,layer3.csv,0.867,token_jaccard=0.67,,layer_match
Q537618,Banach-Alaoglu theorem,http://planetmath.org/banachalaoglutheorem,Banach–Alaoglu theorem,layer3.csv,1.000,exact_letters,,layer_match
Q806066,Banach algebra,http://planetmath.org/banachalgebra,Banach algebra,layer1.csv,1.000,exact_letters,Q16930464 (1.000; exact_letters) Banach *-algebra [layer2.csv]; Q4742386 (0.867; token_jaccard=0.67) amenable Banach algebra [layer2.csv],layer_match
Q220680,Banach fixed point theorem,http://planetmath.org/banachfixedpointtheorem,Banach fixed-point theorem,layer3.csv,1.000,exact_letters,Q1422068 (0.900; token_jaccard=0.75) fixed-point theorem [layer4.csv]; Q4944908 (0.840; token_jaccard=0.60) Borel fixed-point theorem [layer4.csv]; Q1144897 (0.840; token_jaccard=0.60) Brouwer fixed-point theorem [layer4.csv]; Q2687556 (0.840; token_jaccard=0.60) Browder fixed point theorem [layer3.csv],layer_match
Q2226697,Banach-Krein-Šmulian theorem,http://planetmath.org/banachkreinvsmuliantheorem,Krein–Šmulian theorem,layer4.csv,0.900,token_jaccard=0.75,,layer_match
Q806060,Banach limit,http://planetmath.org/banachlimit,Banach limit,layer1.csv,1.000,exact_letters,,layer_match
Q806050,Banach-Mazur compactum,http://planetmath.org/banachmazurcompactum,Banach–Mazur compactum,layer4.csv,1.000,exact_letters,,layer_match
Q194397,Banach space,http://planetmath.org/banachspace,Banach space,layer1.csv,1.000,exact_letters,,layer_match
Q3527166,Banach-Steinhaus theorem,http://planetmath.org/banachsteinhaustheorem,Steinhaus theorem,layer3.csv,0.867,token_jaccard=0.67,,layer_match
Q737851,Banach-Tarski paradox,http://planetmath.org/banachtarskiparadox,Banach–Tarski paradox,layer3.csv,1.000,exact_letters,,layer_match
Q4177774,band,http://planetmath.org/band,band,layer1.csv,1.000,exact_letters,Q96373053 (1.000; exact_letters) Band [layer1.csv],layer_match
Q109043086,Barbălat’s lemma,http://planetmath.org/barbualatslemma,Barbalat's lemma,layer2.csv,1.000,exact_letters,,layer_match
Q899044,Bargmann-Fock space,http://planetmath.org/bargmannfockspace,Fock space,layer5.csv,0.867,token_jaccard=0.67,,layer_match
Q4861944,Barnsley fern,http://planetmath.org/barnsleyfern,Barnsley fern,layer3.csv,1.000,exact_letters,,layer_match
Q125179285,operator,http://planetmath.org/barpartialoperator,Operator,layer3.csv,1.000,exact_letters,Q131030 (1.000; exact_letters) operator [layer3.csv]; Q2003689 (1.000; exact_letters) operator [layer5.csv]; Q27958160 (1.000; exact_letters) Operator [layer5.csv]; Q3354588 (1.000; exact_letters) operator [layer3.csv],layer_match
Q5786321,barycentric coordinates,http://planetmath.org/barycentriccoordinates,barycentric coordinates,layer3.csv,1.000,exact_letters,,layer_match
Q810431,Basel problem,http://planetmath.org/baselproblem,Basel problem,layer1.csv,1.000,exact_letters,,layer_match
Q810431,Basel problem derivation,http://planetmath.org/baselproblemderivation,Basel problem,layer2.csv,0.867,token_jaccard=0.67,,layer_match
Q28776,BASIC,http://planetmath.org/basic,Basic,layer5.csv,1.000,exact_letters,,layer_match
Q189569,basis,http://planetmath.org/basis,basis,layer3.csv,1.000,exact_letters,Q810193 (1.000; exact_letters) basis [layer3.csv],layer_match
Q44924150,basis (topology),http://planetmath.org/basistopology,basis element (topology),layer1.csv,0.867,token_jaccard=0.67,,layer_match
